CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
14300	14321	28	0.8796	-132.078
650	8463	28	0.9386	-151.161
14142	14151	28	0.9429	-88.052
8438	8444	28	0.934	88.052
14531	14984	28	0.8008	-176.104
2321	3006	28	0.9408	-44.026
14147	14151	28	0.9391	-44.026
3857	6598	28	0.8888	-168.188
14948	14964	28	0.8782	-44.026
6677	14146	28	0.8217	-140.157
4040	4120	28	0.7161	44.026
14944	14948	28	0.9283	-44.026
371	4040	28	0.751	-58.006
14143	14146	28	0.9063	44.026
2638	8375	28	0.7502	-88.052
14142	14165	28	0.88	-132.078
2018	3863	28	0.9438	168.187
2250	8275	28	0.9605	-44.026
8440	8491	28	0.8673	220.131
2018	2027	28	0.9613	88.052
3857	8491	28	0.9138	-151.161
2638	2998	28	0.7502	-88.052
2027	8275	28	1.0	0.000
6644	14948	28	0.7917	-190.084
485	650	28	0.9488	132.079
3873	3916	28	0.9539	-44.026
3859	14531	28	0.8441	-126.141
13450	15075	28	0.7246	-28.031
384	8444	28	0.9437	-151.161
3853	3857	28	0.9248	132.079
14321	14363	28	0.848	176.104
3853	8435	28	0.9448	-151.161
8440	8444	28	0.9251	132.078
384	3916	28	0.9046	-220.131
2018	6736	28	0.9313	-176.104
14964	15074	28	0.8834	132.079
8444	8495	28	0.9156	132.079
2027	16897	28	0.9506	88.052
8438	8463	28	0.9166	132.079
485	14321	28	0.9146	-330.240
14278	14321	28	0.8893	-44.026
650	3070	28	0.9254	-168.188
2027	2250	28	0.9605	44.026
485	3873	28	0.9552	-88.052
1967	3006	28	0.9266	-132.078
13874	14948	28	0.8352	-102.032
2971	2998	28	0.7502	-88.052
8946	14984	28	0.8144	-132.078
3859	3953	28	0.8627	-88.052
8423	8902	28	0.8116	-154.245
384	3873	28	0.9331	-176.105
6598	8491	28	0.9376	17.026
13450	14948	28	0.8888	-132.079
3953	6651	28	0.8124	-88.052
13344	13450	28	0.8662	-44.027
637	6619	28	0.8097	-369.236
2321	6625	28	0.9402	-88.052
8444	8463	28	0.9451	44.026
755	2638	28	0.7948	-154.172
8463	16897	28	0.9319	-17.027
13151	14948	28	0.7532	-251.137
3916	6619	28	0.8824	-44.026
650	16897	28	0.9254	-168.188
14142	14148	28	0.8664	132.078
755	2971	28	0.7948	-154.172
6644	14146	28	0.9163	-168.188
6644	13874	28	0.9368	-88.053
755	3883	28	0.8077	-88.052
4040	14148	28	0.9075	-140.157
2812	2971	28	0.8009	44.026
2027	2321	28	0.9299	-132.078
14278	14435	28	0.8828	-88.052
13344	14948	28	0.8362	-176.105
13874	14944	28	0.8441	-58.006
6644	6677	28	0.7659	-28.031
8438	8449	28	0.9235	-88.052
14146	14151	28	0.8904	-176.104
14944	14964	28	0.897	-88.052
8444	8449	28	0.8981	-176.105
3006	6736	28	0.9513	-88.052
14363	14474	28	0.807	-264.157
3953	5907	28	0.861	-44.026
2250	3070	28	0.968	44.026
3873	14474	28	0.8799	-330.240
2638	2812	28	0.8009	-44.026
3863	3873	28	0.9525	-44.026
650	3857	28	0.9336	44.026
2018	6625	28	0.9299	-132.078
3863	8440	28	0.9202	-151.161
14264	14300	28	0.877	44.026
755	14363	28	0.8063	-302.209
2811	14531	28	0.8291	28.031
3070	8463	28	0.9319	17.027
6644	14944	28	0.8355	-146.058
3835	8968	28	0.8829	-44.026
6644	13450	28	0.8404	-58.005
6674	7279	28	0.9174	44.027
13151	14944	28	0.7469	-207.111
14321	14435	28	0.9006	-44.026
8438	8495	28	0.8703	220.131
14146	14165	28	0.8302	-220.131
8435	8449	28	0.9162	-132.078
3070	16897	28	1.0	0.000
13450	15074	28	0.9122	-44.026
637	1107	28	0.9345	-44.026
485	8438	28	0.9276	-151.161
13450	14944	28	0.9135	-88.053
6674	8495	28	0.9539	17.027
6674	16897	28	0.9486	-88.053
14142	14146	28	0.9193	88.052
3527	8495	28	0.7769	-44.026
3857	3863	28	0.8847	-220.131
384	3853	28	0.9683	-44.026
8463	8495	28	0.9528	88.053
8440	8463	28	0.8952	176.105
6598	8275	28	0.9204	-132.079
14264	14321	28	0.8828	-88.052
485	3916	28	0.9435	-132.078
8440	14435	28	0.8579	-179.079
2638	8491	28	0.8521	31.042
2998	8375	28	1.0	0.000
1107	3891	28	0.9072	-44.026
14539	14550	28	0.8268	14.016
3891	8547	28	0.8651	-132.079
6644	15074	28	0.8296	-102.031
9515	15996	29	0.8748	-18.011
1402	4083	29	0.8674	2.016
7469	7665	29	0.8275	-0.000
281	1604	29	0.8965	-18.010
5071	8508	29	0.9292	0.000
5777	9757	29	0.8944	-0.000
9170	12443	29	0.9163	0.000
6725	7665	29	0.8055	-0.000
8508	9170	29	0.9189	0.000
4179	5777	29	0.8751	-0.000
1819	10150	29	0.8441	18.010
5687	9515	29	0.8773	-18.010
4020	7469	29	0.8498	0.000
9327	9640	29	0.8158	-0.000
1604	5687	29	0.8113	36.021
4083	15870	29	0.9068	0.000
1819	4182	29	0.8285	0.000
8662	9640	29	0.8165	-0.000
4256	11123	29	0.8223	36.021
1604	4182	29	0.8303	18.011
768	9757	29	0.8459	18.011
7665	11123	29	0.8213	18.011
3463	9170	29	0.9353	0.000
768	4179	29	0.8947	18.011
6725	12254	29	0.8548	0.000
9311	12025	29	0.8211	-0.000
9515	15870	29	0.8546	18.010
4131	8489	29	0.8391	18.010
7469	9503	29	0.8234	-0.000
8639	11123	29	0.8553	-27.995
1819	5687	29	0.8823	18.010
11523	15996	29	0.8451	-18.011
768	1402	29	0.8807	18.011
2443	9515	29	0.9252	0.000
4020	4131	29	0.9419	0.000
3463	4179	29	0.9507	0.000
1402	9170	29	0.881	0.000
8910	9311	29	0.8346	0.000
1819	11523	29	0.8465	0.000
8508	12443	29	0.8979	0.000
2443	15996	29	0.8969	-18.011
1604	9515	29	0.9093	18.011
4179	12443	29	0.9459	0.000
6725	7440	29	0.8243	18.011
3972	4131	29	0.8314	-13.979
5071	12443	29	0.8795	0.000
1402	4179	29	0.9425	0.000
2821	9515	29	0.8621	0.000
9757	13835	29	0.86	0.000
1402	12443	29	0.8893	0.001
4182	15996	29	0.8185	-18.011
5777	8508	29	0.9056	0.000
4020	9503	29	0.8128	0.000
2443	10150	29	0.8534	18.010
4131	6725	29	0.944	-0.000
3972	8657	29	0.8874	-18.011
1402	8508	29	0.919	0.000
7440	8517	29	0.8212	-18.010
3463	12443	29	0.9284	0.000
8639	10182	29	0.8115	0.000
1402	3972	29	0.8845	-18.011
9640	13835	29	0.8612	0.000
5071	9757	29	0.8717	-0.000
7440	7469	29	0.8519	-18.010
9170	13835	29	0.8883	-0.000
2821	4182	29	0.8167	0.000
6725	8489	29	0.8351	18.011
5777	12443	29	0.8819	0.000
5777	9170	29	0.929	0.000
1500	4020	29	0.8054	-13.979
3463	5777	29	0.9012	-0.000
5687	10150	29	0.8105	0.000
7469	8517	29	0.8277	0.000
10150	15870	29	0.8615	0.000
4020	8489	29	0.8324	18.011
4131	12254	29	0.8698	0.000
4179	9170	29	0.9099	0.000
4083	12025	29	0.8759	0.000
1604	15996	29	0.9152	0.000
4020	12254	29	0.889	0.000
4182	7440	29	0.8103	2.016
7440	8489	29	0.8131	0.000
4131	7469	29	0.8433	0.000
281	9515	29	0.8948	0.000
7469	11123	29	0.8074	18.010
3972	4020	29	0.8449	-13.979
4179	13835	29	0.8709	-0.000
5777	9327	29	0.8509	0.000
1819	2443	29	0.9499	0.000
8460	8476	29	0.8706	18.011
5071	13835	29	0.8747	-0.000
1402	13835	29	0.863	0.000
9170	9757	29	0.887	-0.000
5777	13835	29	0.8917	-0.000
8476	10216	29	0.8011	-0.000
5071	5777	29	0.8994	0.000
9311	9458	29	0.8114	0.000
8662	9327	29	0.8041	0.000
2443	5687	29	0.9091	18.010
281	5687	29	0.9058	18.011
7440	8615	29	0.8027	-35.037
3463	5071	29	0.9258	-0.000
2821	15870	29	0.8196	18.010
281	4182	29	0.8289	0.000
1604	2443	29	0.95	18.011
12025	15870	29	0.8669	0.000
5071	9170	29	0.9108	0.000
9640	16166	29	0.8117	2.016
8517	11123	29	0.8129	18.010
3463	13835	29	0.8857	-0.000
6725	7469	29	0.8878	0.000
3972	5071	29	0.8578	18.011
4020	6725	29	0.9345	0.000
8476	8489	29	0.8348	17.026
1819	15996	29	0.8846	-18.011
4131	9503	29	0.8051	-0.000
1604	11523	29	0.8453	18.011
281	2443	29	0.9274	0.000
9515	11523	29	0.8523	-0.000
8263	9327	29	0.8311	0.000
8910	15870	29	0.8289	0.000
281	10150	29	0.8233	18.011
281	11523	29	0.8312	0.000
1500	8517	29	0.8029	-13.979
4179	9757	29	0.861	-0.000
11523	15870	29	0.8296	18.010
2443	3972	29	0.8248	-2.016
2443	11523	29	0.8436	0.000
3463	8508	29	0.9456	0.000
1819	9515	29	0.9116	0.000
4182	8644	29	0.8437	-18.010
9757	12443	29	0.8477	0.001
4020	8460	29	0.8476	-17.026
768	12443	29	0.8575	18.011
1402	3463	29	0.9282	0.000
3463	9757	29	0.8763	-0.000
8263	9838	29	1.0	0.000
281	15996	29	0.8504	-18.010
7440	16092	29	0.841	0.000
4083	9245	29	0.8526	-14.015
10150	11523	29	0.8471	-18.010
8910	9458	29	0.8731	0.000
2443	4182	29	0.8408	0.000
281	1819	29	0.9106	0.000
8508	9757	29	0.8952	-0.000
4020	7440	29	0.827	18.011
1402	5071	29	0.8927	0.000
7665	9503	29	0.8203	0.000
4179	5071	29	0.8969	-0.000
8910	12025	29	0.8153	-0.000
768	8508	29	0.8704	18.011
4182	7469	29	0.824	-15.995
10150	12025	29	0.8236	0.000
9170	9640	29	0.8577	-0.000
9458	12025	29	0.8271	-0.000
4083	9458	29	0.8633	0.000
4083	8910	29	0.8615	0.000
8508	13835	29	0.8901	-0.000
1604	1819	29	0.9416	18.011
4182	9515	29	0.8597	0.000
12443	13835	29	0.8685	-0.001
9327	9838	29	0.8311	0.000
8460	12254	29	0.8637	17.027
4179	8508	29	0.9147	0.000
6725	9503	29	0.8169	0.000
768	3463	29	0.8779	18.011
944	7406	30	0.9532	-0.000
115	237	30	0.9508	0.000
1066	6600	30	1.0	0.000
192	230	30	0.8737	-215.189
230	363	30	1.0	0.000
206	9973	30	0.8946	36.021
345	9973	30	0.9115	18.011
1698	9973	30	0.8953	-0.000
125	192	30	0.9236	-14.016
636	1142	30	0.8883	0.036
192	206	30	0.9199	-3.995
448	1372	30	0.9195	-0.000
4469	4637	30	0.8935	0.000
538	909	30	0.9194	-181.135
203	4849	30	0.8705	-0.000
453	7026	30	0.9242	0.000
3079	4463	30	0.8625	-0.037
304	1130	30	0.9065	31.043
448	14787	30	0.9065	-14.016
4463	4469	30	0.8705	-0.000
230	833	30	0.9107	212.178
42	1079	30	0.8687	-0.036
1079	2114	30	0.8751	0.000
1130	6054	30	0.8971	-17.027
448	689	30	0.8852	-26.016
230	551	30	0.8835	198.162
118	345	30	0.9311	-18.011
499	1372	30	0.9195	0.000
237	1294	30	0.9043	-0.000
237	1054	30	0.9034	14.015
3116	4130	30	0.8697	0.000
36	453	30	0.8706	18.011
944	4038	30	0.8804	-0.000
237	944	30	0.9581	0.000
372	1334	30	0.8642	18.010
1711	6054	30	0.8646	-17.027
1004	4637	30	0.898	0.000
6600	7191	30	0.9457	0.000
453	1142	30	0.8886	0.000
4637	4849	30	0.9251	-0.000
400	1372	30	0.9123	-0.000
230	1506	30	0.8939	31.043
130	849	30	0.9565	0.000
1130	2155	30	0.8971	-17.027
645	1134	30	0.9528	0.000
551	909	30	0.8975	-167.119
237	4674	30	0.9112	0.000
689	9125	30	0.9015	0.000
118	636	30	0.9068	-0.036
636	5042	30	0.8946	0.036
551	1080	30	0.9394	-181.135
2434	3116	30	0.8675	0.000
125	345	30	0.9623	0.000
1080	1506	30	0.8765	14.016
538	1080	30	0.9479	-195.151
363	833	30	0.9107	212.178
206	923	30	0.9042	0.000
645	1372	30	0.9216	0.000
230	1763	30	0.9563	17.027
206	372	30	0.9468	0.000
1294	7406	30	0.897	0.000
689	1212	30	0.9525	0.000
203	3079	30	0.8926	0.037
230	1080	30	0.9293	17.027
833	1506	30	0.8723	-181.135
1130	1711	30	0.9094	0.000
5042	9973	30	0.8867	0.000
363	1687	30	0.8755	14.016
42	1142	30	0.9031	0.000
118	130	30	0.9058	-0.000
689	4674	30	0.8633	-2.016
57	192	30	0.8851	-14.016
363	538	30	0.8817	212.178
4512	7406	30	0.8803	-14.016
36	125	30	0.926	0.000
125	1142	30	0.9214	18.011
2434	4130	30	0.8796	0.000
126	4849	30	0.9362	-0.000
7406	14787	30	0.9053	14.016
538	833	30	0.8642	0.000
304	2155	30	0.8829	14.016
400	1054	30	0.8918	-14.016
42	3450	30	0.9295	0.000
1054	4512	30	0.9488	0.000
200	345	30	0.9441	-18.011
115	1294	30	0.9037	0.000
203	1004	30	0.8698	0.000
42	118	30	0.9311	0.000
200	1698	30	0.9232	0.000
125	200	30	0.9419	18.011
36	538	30	0.8916	-17.026
833	1763	30	0.9137	-195.151
1294	8678	30	0.877	0.000
448	645	30	0.9298	-0.000
304	2147	30	0.911	17.026
200	9973	30	0.9361	-0.000
192	833	30	0.9048	-3.011
636	2114	30	0.8658	-0.000
363	551	30	0.8835	198.162
538	1687	30	0.9086	-198.162
1054	14787	30	1.0	0.000
108	551	30	0.9181	-17.027
1054	7406	30	0.9053	-14.016
363	1080	30	0.9293	17.027
909	1080	30	0.9077	-14.016
206	1142	30	0.9002	36.021
400	14787	30	0.8918	-14.016
237	7406	30	0.9721	-0.000
4512	14787	30	0.9488	0.000
118	1142	30	0.9561	0.000
448	1134	30	0.9379	0.000
36	206	30	0.9142	-18.010
42	453	30	0.9795	0.000
126	3079	30	0.8656	0.037
126	203	30	0.8997	0.000
237	4512	30	0.8831	14.016
400	499	30	0.9543	-0.000
203	1066	30	0.8803	14.016
1134	1372	30	0.9198	-0.000
1142	1698	30	0.8871	0.000
1212	9125	30	0.8842	0.000
125	372	30	0.9146	-18.010
1116	2147	30	0.8619	45.058
400	4512	30	0.874	-14.016
944	1294	30	0.912	-0.000
1294	4038	30	0.8619	0.000
118	453	30	0.9154	-0.000
200	926	30	0.8961	-17.026
448	1698	30	0.8844	-18.011
115	4674	30	0.9014	0.000
1130	2147	30	0.8928	-14.016
304	6054	30	0.8829	14.016
126	1004	30	0.8975	0.000
126	4469	30	0.8672	-0.000
944	1054	30	0.8935	14.015
944	4674	30	0.9089	0.000
1116	3258	30	0.8742	31.041
926	9973	30	0.8705	17.026
1004	3079	30	0.8839	0.037
448	499	30	0.9466	-0.000
192	363	30	0.8737	-215.189
448	1054	30	0.9065	-14.016
345	372	30	0.9312	-18.010
118	206	30	0.9184	-36.021
223	1079	30	0.8685	-28.031
200	1142	30	0.9426	0.000
345	926	30	0.8984	0.984
448	1334	30	0.8832	-36.021
681	1079	30	0.8657	27.995
372	926	30	0.8636	18.995
115	944	30	0.9444	0.000
453	3450	30	0.9242	0.000
192	1763	30	0.8881	-198.162
1079	1656	30	0.8694	-27.995
125	9973	30	0.9048	18.011
42	223	30	0.8861	27.995
453	1079	30	0.864	-0.037
4469	4849	30	0.8896	0.000
636	916	30	0.8786	-0.000
909	1687	30	0.9143	-17.027
4502	9973	30	0.8816	-0.000
636	1079	30	0.9077	-0.000
42	7026	30	0.9295	0.000
551	833	30	0.885	14.016
223	453	30	0.8847	-27.995
200	372	30	0.9145	-36.021
926	1698	30	0.878	17.026
538	551	30	0.9452	-14.016
118	200	30	0.9732	0.000
345	1142	30	0.9156	18.011
36	108	30	0.9241	-14.016
372	1698	30	0.8756	36.021
345	923	30	0.9016	-18.010
538	1763	30	0.8731	-195.151
1004	4469	30	0.8825	-0.000
1066	7191	30	0.9457	0.000
4674	7406	30	0.9074	-0.000
400	645	30	0.9322	-0.000
363	1763	30	0.9563	17.027
363	1506	30	0.8939	31.043
36	42	30	0.8924	18.011
3079	4849	30	0.8679	-0.037
126	4637	30	0.9058	0.000
206	345	30	0.9625	18.010
681	1656	30	0.9619	0.000
1142	9973	30	0.9205	-0.000
1711	2155	30	0.8646	-17.027
681	3079	30	0.8644	0.037
944	14787	30	0.8935	14.016
2147	6054	30	0.8825	-3.010
1080	1763	30	0.9209	0.000
230	538	30	0.8817	212.178
926	1334	30	0.8645	-0.984
1080	1130	30	0.8721	-14.015
223	1469	30	0.8975	0.000
118	9973	30	0.9263	-0.000
551	1687	30	0.9071	-184.146
400	448	30	0.9727	0.000
108	1080	30	0.8922	-198.162
1079	1950	30	0.8725	0.000
345	1698	30	0.9176	18.011
1506	1763	30	0.8869	-14.016
3450	7026	30	1.0	-0.000
304	1711	30	0.926	31.043
118	125	30	0.942	-18.011
2155	6054	30	1.0	0.000
1334	1698	30	0.9354	18.011
2147	2155	30	0.8825	-3.010
499	645	30	0.9422	-0.000
1080	1687	30	0.9078	-3.011
230	1687	30	0.8755	14.016
499	1134	30	0.9503	0.000
203	6600	30	0.8803	14.016
1294	4674	30	0.8838	0.000
200	5042	30	0.8996	-0.000
400	689	30	0.8761	-26.016
1134	4130	30	0.8664	-0.000
125	206	30	0.9747	-18.010
400	1134	30	0.9396	0.000
200	206	30	0.9391	-36.021
237	14787	30	0.9034	14.016
944	8678	30	0.8647	0.000
1004	4849	30	0.9095	-0.000
192	923	30	0.8633	-3.994
115	7406	30	0.9535	0.000
125	923	30	0.905	-18.010
1004	4463	30	0.8744	0.000
108	538	30	0.9156	-3.011
431	14890	31	1.0	0.000
87	5411	32	0.9377	0.000
8619	14214	32	0.9637	0.000
5768	16102	32	0.9339	-0.000
860	1436	32	0.9576	0.000
16102	16937	32	0.9415	0.000
6266	15148	32	0.9506	0.052
1156	15900	32	0.9538	0.088
14149	15148	32	0.963	-0.021
87	1436	32	0.9544	0.000
87	7678	32	0.9191	0.000
8619	8954	32	0.9337	-0.073
584	7678	32	0.8574	0.000
87	14010	32	0.9278	0.000
5411	14010	32	0.9402	0.000
2598	5822	32	0.9146	0.051
58	14010	32	0.8439	0.000
58	584	32	0.9752	0.000
6266	16937	32	0.945	0.052
15148	16102	32	0.9321	-0.000
15148	16937	32	0.9609	0.000
1156	16937	32	0.9693	0.088
509	938	32	0.9043	0.000
8619	15148	32	0.9336	-0.021
509	7678	32	0.9361	0.000
14214	16939	32	0.9523	-0.021
860	13965	32	0.9225	0.000
87	12907	32	0.9551	0.000
6266	14149	32	0.9533	0.073
470	14214	32	0.9335	0.073
470	16939	32	0.9386	0.052
509	13965	32	0.8781	0.000
87	509	32	0.9386	0.000
470	15900	32	0.9335	0.052
87	938	32	0.949	0.000
938	12907	32	0.9168	0.000
14149	15900	32	0.9692	-0.021
13965	14010	32	1.0	0.000
5768	10134	32	0.9212	0.000
1156	1436	32	0.9469	0.000
470	1156	32	0.9529	-0.036
16937	16939	32	0.9585	0.000
860	938	32	0.9484	0.000
938	7678	32	0.8973	0.000
87	13965	32	0.9278	0.000
6266	12907	32	0.935	-0.036
938	1436	32	0.9145	0.000
7678	14010	32	0.8956	0.000
1436	16937	32	0.9383	0.088
1156	16939	32	0.9452	0.088
6266	8954	32	0.9506	-0.000
8954	12907	32	0.9153	-0.036
1156	14149	32	0.9415	0.109
14149	14214	32	0.9835	0.000
14214	15900	32	0.9662	-0.021
860	12907	32	0.9609	0.000
6266	14214	32	0.9528	0.073
58	509	32	0.925	0.000
16102	16939	32	0.9409	0.000
509	584	32	0.8868	0.000
15900	16937	32	0.9581	-0.000
14214	15148	32	0.9647	-0.021
6266	16939	32	0.9429	0.052
1436	12907	32	0.9738	0.000
8954	14149	32	0.9106	0.073
1436	8954	32	0.9116	0.036
470	15148	32	0.9471	0.052
860	5411	32	0.9446	0.000
8619	16939	32	0.915	-0.021
14149	16939	32	0.9628	-0.021
470	6266	32	0.9775	0.000
509	12907	32	0.9474	0.000
12907	16937	32	0.948	0.088
15900	16939	32	0.9754	-0.000
7678	13965	32	0.8956	0.000
5822	10134	32	0.8279	0.000
5411	13965	32	0.9402	0.000
1156	14214	32	0.9403	0.109
8619	14149	32	0.9566	0.000
938	13965	32	0.94	0.000
5411	5768	32	0.8876	0.088
938	5411	32	0.9526	0.000
1156	6266	32	0.954	0.036
58	7678	32	0.8932	0.000
860	16937	32	0.9378	0.088
1156	15148	32	0.961	0.088
8619	15900	32	0.9273	-0.021
509	14010	32	0.8781	0.000
8954	14214	32	0.9196	0.073
15900	16102	32	0.9251	-0.000
938	14010	32	0.94	0.000
509	1436	32	0.9509	0.000
14149	16937	32	0.9445	-0.021
87	860	32	0.9628	0.000
470	8954	32	0.9576	0.000
860	14010	32	0.9225	0.000
15148	15900	32	0.9824	0.000
1156	12907	32	0.9514	0.000
470	1436	32	0.9364	-0.036
470	12907	32	0.9368	-0.036
58	13965	32	0.8439	0.000
470	14149	32	0.9368	0.073
6266	15900	32	0.9463	0.052
15148	16939	32	0.9733	0.000
8716	15372	33	0.9242	-2.016
12055	12201	33	0.9376	2.016
12170	12202	33	0.906	14.016
8656	12170	33	0.913	-2.052
8649	12169	33	0.9443	15.995
8649	12242	33	0.9559	13.979
12169	12202	33	0.898	-2.016
12055	12191	33	0.9079	-14.016
12169	12186	33	0.9062	-14.016
8716	15361	33	0.9413	-13.980
15361	16179	33	0.9107	27.959
9356	12169	33	0.9144	0.000
169	16085	33	0.8414	-122.185
8649	9356	33	0.9117	15.995
12201	16298	33	0.8935	-30.011
12186	12191	33	0.8939	13.979
8649	8716	33	0.922	15.995
12191	12195	33	0.9196	-15.995
12219	16298	33	0.8639	-32.026
8656	16085	33	0.897	-108.021
8649	12202	33	0.9012	13.979
8649	15361	33	0.8918	2.015
12170	12186	33	0.9149	2.016
12055	15361	33	0.9461	-27.959
8649	16179	33	0.9183	29.974
5122	12225	33	0.8219	104.920
12163	12202	33	0.9013	14.016
12191	12225	33	0.8846	2.016
12170	12191	33	0.9238	15.995
8716	16179	33	0.9369	13.979
12186	12195	33	0.9175	-2.016
8716	12055	33	0.9667	13.979
12055	16179	33	0.9223	-0.000
12055	16298	33	0.9139	-27.995
12191	15403	33	0.9125	16.031
12163	12186	33	0.9329	2.016
8716	12202	33	0.9252	-2.016
9356	15361	33	0.8918	-13.980
8716	12170	33	0.9123	-16.031
12163	12169	33	0.9159	16.031
8716	16298	33	0.9175	-14.016
12163	12195	33	0.9492	0.000
12195	12202	33	0.8957	14.016
12170	12195	33	0.9405	0.000
12163	12191	33	0.9275	15.995
15710	16085	33	0.9155	-29.973
9356	12186	33	0.8898	-14.016
8716	12201	33	0.921	15.995
12169	12170	33	0.9134	-16.031
12186	15361	33	0.8878	0.036
12055	12202	33	0.9213	-15.995
12163	15361	33	0.9042	2.052
8656	15403	33	0.9221	29.975
12055	12170	33	0.9182	-30.011
16077	16085	33	0.9125	-100.088
12163	12170	33	0.9691	0.000
12169	12242	33	0.9305	-2.016
1912	5122	33	0.8845	0.000
398	1912	33	0.8291	-172.145
8649	8656	33	0.9199	2.015
12263	15403	33	0.8381	18.011
12163	16179	33	0.905	30.010
8649	15471	33	0.8985	13.979
9356	12202	33	0.8971	-2.016
12055	12163	33	0.92	-30.011
12201	15361	33	0.9136	-29.974
12186	16179	33	0.9183	27.995
12055	12195	33	0.9124	-30.010
12202	15361	33	0.9167	-11.964
8656	12169	33	0.923	13.980
8656	9356	33	0.9239	13.980
8716	12186	33	0.915	-14.016
8656	16179	33	0.9093	27.959
12169	16179	33	0.9193	13.979
12202	16179	33	0.9109	15.995
12201	16179	33	0.9108	-2.016
8649	15372	33	0.8987	13.979
2905	11029	34	0.8192	18.010
1753	2905	34	0.7474	-0.000
2390	10797	34	0.753	-2.016
2390	10650	34	0.7616	-35.038
2390	2905	34	0.7787	2.016
8428	8494	35	0.912	-203.105
8430	8455	35	0.9456	-88.052
8430	8494	35	0.9371	-132.078
8427	8428	35	0.9296	-17.026
8894	8931	35	0.8448	-42.047
8428	8430	35	0.9439	-71.027
14215	14480	35	0.8058	-14.015
6881	8811	35	0.7703	-28.036
4633	8836	35	0.8009	-196.218
6774	8430	35	0.9634	-44.027
1881	8894	35	0.8079	14.015
8599	8811	35	0.7989	-28.037
6881	8599	35	0.8192	0.001
6750	8455	35	0.9244	-71.026
6733	8428	35	0.9455	44.026
8559	8887	35	0.7455	-14.020
6750	8427	35	0.9008	105.079
6881	8756	35	0.8306	14.015
6881	8593	35	0.8192	0.001
6733	6750	35	0.9492	-44.026
1446	8441	35	0.8961	17.026
8434	8437	35	0.921	-17.027
6774	8434	35	0.9589	-88.053
4653	14215	35	0.8483	-182.204
6750	8437	35	0.9341	-44.026
8559	8599	35	0.756	14.018
8427	8455	35	0.9307	-176.105
8727	14557	35	0.764	28.032
6733	8427	35	0.9206	61.052
8441	8448	35	0.8172	-88.052
6733	8430	35	0.947	-27.000
8443	8538	35	0.8573	-31.044
4074	8441	35	0.8483	-151.161
6750	8434	35	0.9341	-26.999
2467	8727	35	0.7502	-28.031
6881	14428	35	0.7876	-162.054
8428	8434	35	0.94	-115.052
8499	14512	35	0.702	-148.036
2467	14480	35	0.7676	-28.031
4653	8499	35	0.8505	-182.204
8727	14512	35	0.7238	-134.021
8836	8931	35	0.8264	-0.000
8434	8455	35	0.9525	-44.026
1881	8836	35	0.7923	-28.031
8443	14233	35	0.8573	-31.044
8494	14939	35	0.9249	-44.026
6750	8494	35	0.9099	-115.052
8563	8593	35	0.756	14.018
8567	8836	35	0.8502	-28.031
8448	14414	35	0.8812	168.187
6774	8455	35	0.9525	-132.079
8567	14473	35	0.7671	-162.054
8428	8437	35	0.9065	-132.079
1446	8811	35	0.7668	-28.036
2467	8499	35	0.8335	-14.016
6774	8437	35	0.8957	-105.079
8811	8887	35	0.8244	-0.001
8434	14939	35	0.9228	-132.079
8428	14414	35	0.9059	-176.105
1446	8756	35	0.8217	14.015
4633	8538	35	0.8669	-182.203
8563	8599	35	0.756	14.018
1881	8567	35	0.8577	0.001
8567	8894	35	0.8413	14.015
8727	14215	35	0.7658	14.015
8538	8836	35	0.8699	-14.015
8494	14414	35	0.8996	27.000
6750	8430	35	0.9255	17.026
8499	14480	35	0.8024	-14.015
8931	14473	35	0.7521	-134.022
1446	14428	35	0.7897	-162.054
1881	8931	35	0.8251	-28.031
8538	14233	35	1.0	-0.000
6733	8434	35	0.9414	-71.026
6750	6774	35	0.9167	61.053
8427	14939	35	0.911	-264.157
6733	8494	35	0.9144	-159.078
14215	14557	35	0.8473	14.016
8535	14480	35	0.7808	-28.032
6733	8455	35	0.9287	-115.052
8756	8811	35	0.7712	-42.050
4074	4651	35	0.8129	17.026
8448	8535	35	0.8158	-17.027
6774	14939	35	0.9203	-220.132
4633	8443	35	0.8644	-151.159
8563	8811	35	0.7498	-14.019
6881	8563	35	0.7693	-14.017
8538	8931	35	0.8711	-14.015
1446	8599	35	0.8138	0.001
6774	8427	35	0.9627	44.025
8567	14233	35	0.9245	-14.017
8437	14414	35	0.9386	-44.026
8563	8756	35	0.7519	28.031
2467	8535	35	0.8362	0.000
8455	14939	35	0.9331	-88.052
8727	14480	35	0.7053	0.000
8593	8599	35	1.0	0.000
8441	8756	35	0.8381	-3.011
8430	14939	35	0.9232	-176.104
4633	14233	35	0.8669	-182.203
6750	14414	35	0.9367	-88.052
8559	8811	35	0.7498	-14.019
8535	14215	35	0.8473	-14.016
8443	8567	35	0.8464	-17.027
6774	8494	35	0.9313	-176.105
8427	8434	35	0.9492	-132.078
8599	8756	35	0.8108	14.013
8836	14473	35	0.7494	-134.022
8499	8727	35	0.7637	-14.015
1881	14233	35	0.8666	-14.016
2467	14215	35	0.8575	-14.016
6881	8559	35	0.7693	-14.017
8538	14473	35	0.7885	-148.037
8430	8437	35	0.9061	-61.052
8441	8593	35	0.8066	-17.025
4653	8535	35	0.8002	-168.188
8599	8887	35	0.7725	-28.038
