CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
8552	8557	11	0.7585	14.016
6767	8432	11	0.7338	-44.026
8512	14943	11	0.8314	31.042
8512	8520	11	0.7661	182.203
6767	8536	11	0.7764	-14.016
7755	7756	12	1.0	0.000
21	2641	13	0.9693	-0.012
676	1081	13	0.8515	2.016
942	6660	13	0.8658	-2.052
648	10378	13	0.9294	0.107
559	6708	13	0.8902	2.016
12760	14498	13	0.8313	-115.027
21	10162	13	0.9676	0.005
1690	2348	13	0.8376	14.016
12687	15172	13	0.8547	14.016
379	428	13	0.9637	0.000
1268	10378	13	0.8301	0.107
9105	12831	13	0.8552	-14.016
1517	7798	13	0.8753	-33.983
9160	12703	13	0.8988	-42.046
276	1517	13	0.8977	-33.985
648	13744	13	0.8538	14.016
13062	15230	13	0.8238	1.979
648	2719	13	0.8538	14.016
5392	6755	13	0.8545	-63.996
428	1517	13	0.9153	-33.985
276	6590	13	0.9167	-49.980
9302	12761	13	0.8854	14.015
9160	12687	13	0.9198	-42.047
21	6090	13	0.9676	0.011
942	1409	13	0.8639	-50.016
10378	10402	13	0.9267	0.000
276	2453	13	0.9027	12.036
10379	10402	13	1.0	0.000
648	10379	13	0.9449	0.107
428	865	13	0.9296	-33.985
8368	12695	13	0.9233	12.036
6660	13062	13	0.8324	12.036
12694	12703	13	0.856	49.979
6090	6781	13	0.9509	-0.011
1558	1865	13	0.9751	0.000
1264	2309	13	0.8693	0.000
1558	2656	13	0.9508	-33.984
6660	14031	13	0.8324	12.036
7961	15230	13	0.8762	-0.085
9121	12694	13	0.8275	-15.995
327	1264	13	0.8924	0.000
12687	12703	13	0.9462	0.000
1409	2309	13	0.8391	33.984
648	10402	13	0.9449	0.107
6781	10162	13	0.9509	0.005
12674	12694	13	0.9085	33.985
491	942	13	0.883	2.052
1081	6609	13	0.8518	-50.016
276	440	13	0.9833	14.016
942	5392	13	0.8594	11.964
558	648	13	0.8607	14.016
276	559	13	0.9709	14.016
440	676	13	0.9112	14.016
559	6719	13	0.9475	-33.985
9121	15172	13	0.8367	48.000
8368	12703	13	0.8581	-14.016
6660	6755	13	0.8478	-49.980
1865	2656	13	0.9443	-33.984
1264	1409	13	0.8594	-33.984
6676	6756	13	0.9217	-42.047
891	6708	13	0.9502	33.985
379	6590	13	0.8884	-49.980
865	891	13	0.8704	16.032
21	7798	13	0.896	-147.068
6590	6708	13	0.8651	66.011
6717	9160	13	0.8678	-14.016
12745	12760	13	0.8963	0.000
12674	12835	13	0.8585	34.022
12687	12694	13	0.8572	-49.979
5392	14031	13	0.8238	-1.979
891	6719	13	0.8667	-2.016
491	6755	13	0.8291	-49.980
559	1517	13	0.9147	-48.001
1093	12761	13	0.8669	-15.958
12757	12760	13	0.8609	-42.047
6717	6756	13	0.8851	-42.046
8368	9160	13	0.8865	28.031
655	1517	13	0.9483	-0.000
648	1268	13	0.8438	0.000
9121	12674	13	0.8525	-49.980
1517	6718	13	0.8535	-49.979
327	1275	13	0.8433	-18.011
655	6090	13	0.8968	113.096
6756	9160	13	0.8942	28.031
491	6660	13	0.9227	0.000
379	865	13	0.8971	-33.985
6781	7798	13	0.875	-147.068
6698	12687	13	0.8361	-56.062
440	6609	13	0.8826	-33.985
491	5392	13	0.9167	14.016
491	15230	13	0.9167	14.016
6756	12831	13	0.8725	-48.001
6756	12695	13	0.9357	12.036
5392	6660	13	0.9604	-14.016
1047	1124	13	0.9374	15.995
648	1264	13	0.8218	-24.000
8368	12687	13	0.8612	-14.016
6660	15230	13	0.9604	14.016
6609	6718	13	0.8285	-63.995
440	865	13	0.9184	-48.001
865	6719	13	0.9056	14.016
428	6590	13	0.918	-49.980
1093	9160	13	0.8264	15.995
1124	2641	13	0.8721	72.009
428	559	13	0.9718	14.016
276	655	13	0.942	-33.985
558	2348	13	0.9048	14.016
379	6708	13	0.9375	16.031
1264	1275	13	0.853	-18.011
428	440	13	0.9806	14.016
9222	12831	13	0.8629	-14.016
676	6719	13	0.875	-48.000
6676	9090	13	0.8813	-30.011
13062	14031	13	1.0	-0.000
1093	12703	13	0.859	-26.052
8368	9222	13	0.8619	-33.984
12703	15172	13	0.843	14.016
6676	8368	13	0.9183	-42.047
8368	9105	13	0.936	-33.984
8368	9090	13	0.8972	12.036
655	6708	13	0.9042	50.016
6756	9105	13	0.9546	-33.984
1517	6708	13	0.8784	50.016
6090	7798	13	0.9042	-147.080
1093	12687	13	0.8699	-26.052
6090	10162	13	1.0	-0.006
2641	6781	13	0.9455	0.012
8368	12694	13	0.892	-63.995
6756	8368	13	0.937	0.000
9152	14498	13	0.8715	-14.016
942	15230	13	0.8594	11.964
2641	6090	13	0.9848	0.023
327	1409	13	0.8609	-33.984
21	6781	13	0.965	0.000
12694	12831	13	0.8836	15.994
1195	1558	13	0.9097	-14.016
382	9160	13	0.8364	-85.054
684	6590	13	0.8882	-159.090
12745	12757	13	0.8676	42.047
382	6719	13	0.843	-33.985
276	428	13	0.9868	0.000
2719	13744	13	1.0	0.000
9090	9130	13	0.8385	-29.973
559	6590	13	0.9164	-63.995
12703	12760	13	0.8295	-1.943
559	655	13	0.9508	-48.001
276	379	13	0.958	0.000
6756	9090	13	0.9323	12.036
440	1081	13	0.9164	16.031
379	655	13	0.9422	-33.985
558	559	13	0.8425	1.979
1275	2309	13	0.8244	18.011
1081	6708	13	0.9607	-14.016
865	7798	13	0.8933	-33.984
1047	2768	13	0.8331	14.999
2641	7798	13	0.9044	-147.057
327	2309	13	0.8551	0.000
12674	12905	13	0.8353	15.995
1268	10402	13	0.8317	0.107
9105	9222	13	0.9048	-0.000
1124	1409	13	0.821	-39.011
276	865	13	0.9188	-33.985
10378	10379	13	0.9267	0.000
9121	12831	13	0.8849	-0.001
5392	7961	13	0.8762	0.085
7798	10162	13	0.9042	147.074
655	2641	13	0.8972	113.073
12687	12760	13	0.846	-1.942
440	2453	13	0.8923	-1.979
379	1517	13	0.902	-33.985
6698	12703	13	0.8301	-56.062
9090	12695	13	0.9514	0.000
379	440	13	0.9543	14.016
9130	12695	13	0.8386	29.973
559	676	13	0.9134	14.016
1558	12687	13	0.8342	-128.132
1195	1865	13	0.9144	-14.016
428	2453	13	0.9027	12.036
6718	7798	13	0.8789	15.995
9160	12760	13	0.8707	-43.989
428	6708	13	0.92	16.031
6756	12694	13	0.9269	-63.995
6719	7798	13	0.8993	-48.000
2641	10162	13	0.9848	0.017
655	7798	13	0.9173	-33.984
891	1081	13	0.9699	48.000
428	655	13	0.9521	-33.985
379	559	13	0.9439	14.016
379	2453	13	0.88	12.036
6756	9222	13	0.8903	-33.984
276	6708	13	0.9111	16.031
327	648	13	0.8385	24.000
6755	15230	13	0.8545	63.996
558	1690	13	0.8657	-0.000
5392	15230	13	1.0	0.000
9105	12674	13	0.881	-63.995
9222	12674	13	0.8575	-63.995
1517	6609	13	0.8437	14.016
1195	2656	13	0.8777	-48.000
6676	12695	13	0.917	-30.011
5392	13062	13	0.8238	-1.979
14031	15230	13	0.8238	1.979
9160	12745	13	0.8569	-43.989
340	548	15	0.8593	-45.058
340	1844	15	0.8872	74.073
1503	7801	16	1.0	0.000
1503	13282	16	1.0	0.000
7801	13282	16	1.0	0.000
182	13142	17	0.806	-41.027
185	388	17	0.8156	-15.978
273	479	17	0.9538	-72.954
366	553	17	0.8949	-111.947
102	388	17	0.9232	-18.011
77	1732	17	0.7798	4.015
185	8628	17	0.7922	-64.050
77	182	17	0.7995	15.977
77	1379	17	0.7982	-3.993
102	182	17	0.806	41.027
366	2365	17	0.8125	4.015
273	2397	17	0.812	4.015
102	193	17	0.9612	23.016
562	589	17	0.8982	-0.996
77	553	17	0.7891	-129.958
2365	2397	17	0.8605	-23.016
182	535	17	0.8083	14.912
77	366	17	0.8951	-18.011
1379	4832	17	0.846	-0.073
193	535	17	0.8201	32.923
56	8628	17	0.7747	-155.014
479	553	17	0.9751	-15.977
715	1379	17	0.8431	0.081
388	589	17	0.7712	13.980
388	13142	17	0.9232	18.011
102	273	17	0.86	-15.978
182	193	17	0.838	-18.011
77	273	17	0.8677	-41.027
56	6692	17	0.7716	-0.004
1473	2397	17	0.7854	-15.978
193	366	17	0.8253	-15.978
1732	2365	17	0.8029	-18.011
273	1329	17	0.8835	-23.980
185	562	17	0.8938	-1.001
715	4832	17	1.0	0.008
366	479	17	0.9111	-95.970
1329	2397	17	0.7786	27.995
77	479	17	0.7979	-113.980
273	553	17	0.9372	-88.931
562	8628	17	0.7702	-63.049
193	13142	17	0.9612	-23.016
102	13142	17	1.0	0.000
193	388	17	0.9034	-41.027
388	562	17	0.7917	14.977
589	1473	17	0.7659	8.045
273	13142	17	0.86	15.978
273	366	17	0.9433	23.016
185	589	17	0.8839	-1.997
16745	16755	18	0.7442	-0.000
7330	7493	19	0.8451	28.039
2330	7493	19	1.0	0.016
99	7690	19	0.9646	0.008
7039	10734	19	0.9416	-0.034
8099	12987	19	0.9568	-0.017
49	318	19	0.8093	42.010
8099	14404	19	0.952	-0.008
99	9575	19	0.9601	-0.008
7631	9575	19	0.8606	46.033
86	318	19	0.808	24.000
49	12721	19	0.8064	-0.000
229	319	19	0.8363	24.000
334	390	19	0.8147	-14.016
49	148	19	0.8509	-18.010
318	14508	19	0.9086	17.999
294	7408	19	0.8275	-0.984
370	511	19	0.8747	35.037
99	8099	19	0.9463	0.008
316	12045	19	0.8042	-3.995
99	12641	19	0.9743	-0.000
7408	12721	19	0.8782	0.000
1606	12045	19	0.8104	-2.027
99	7330	19	0.8383	-28.031
8099	9575	19	0.9576	-0.016
2330	8099	19	0.9561	0.016
319	1184	19	0.8103	-26.015
49	6044	19	0.8761	0.035
316	7796	19	0.8909	0.000
229	511	19	0.8118	-34.005
2330	14404	19	0.9714	0.008
7690	14404	19	0.9618	-0.008
207	3275	19	0.9604	0.008
124	6777	19	0.8968	0.000
316	318	19	0.8196	12.000
7796	13109	19	0.9693	-0.000
6583	7690	19	0.837	35.045
148	318	19	0.8541	60.021
12641	12987	19	0.9786	-0.009
7796	12721	19	0.8292	-30.010
6044	12721	19	0.8665	-0.035
12641	14404	19	0.9816	0.000
7631	7690	19	0.85	46.050
99	7631	19	0.8491	-46.042
6583	12641	19	0.8465	35.037
49	229	19	0.8481	36.021
316	15291	19	0.8315	-30.010
176	10734	19	0.8384	-0.012
3275	4812	19	0.915	-18.019
176	5296	19	0.8427	0.023
7631	8099	19	0.8455	46.050
5296	10734	19	0.9694	-0.034
7690	9575	19	0.9721	-0.016
7690	12641	19	0.959	-0.008
1562	14406	19	0.8648	-70.078
49	15291	19	0.9247	0.001
6583	14404	19	0.8444	35.037
7039	12045	19	0.8948	-0.022
1562	2716	19	0.803	30.010
207	4812	19	0.9361	-18.010
229	15291	19	0.8183	-36.020
6777	12045	19	0.8148	35.038
9575	12641	19	0.9583	0.008
12987	14404	19	0.9787	0.009
148	319	19	0.8263	78.031
176	2463	19	0.9729	-0.012
7493	12987	19	0.9702	-0.017
7330	9575	19	0.8473	28.023
12721	13109	19	0.8313	30.010
1184	13119	19	0.8645	2.015
3275	7330	19	0.8375	-14.024
7493	7690	19	0.9808	0.000
8099	12641	19	0.9583	-0.008
6583	8099	19	0.8533	35.045
142	1606	19	0.9747	-0.012
9575	14404	19	0.9591	0.008
319	3275	19	0.8485	36.008
7690	8099	19	0.9585	-0.000
316	334	19	0.8432	18.011
318	319	19	0.8992	18.010
7493	14404	19	0.9714	-0.008
49	86	19	0.8685	18.010
142	7796	19	0.8036	1.956
99	2330	19	0.974	-0.008
334	14508	19	0.8406	11.989
2330	7631	19	0.8527	-46.033
5296	7039	19	0.9266	-0.000
86	14508	19	0.8247	41.999
9575	12987	19	0.9593	-0.001
99	12987	19	0.9762	-0.009
1184	14508	19	0.8239	26.004
12721	15285	19	0.8254	-144.043
7493	9575	19	0.9748	-0.016
10734	12045	19	0.8659	0.012
144	12721	19	0.8218	17.027
390	13119	19	0.8645	2.016
207	14508	19	0.85	-36.011
99	7493	19	0.974	0.008
2716	6583	19	0.8282	86.037
2330	12641	19	0.9694	0.008
207	319	19	0.8281	-36.000
7631	12987	19	0.8455	46.033
319	14508	19	0.9805	-0.011
390	1184	19	1.0	0.000
144	15285	19	0.8405	-127.016
7493	8099	19	0.9561	-0.000
144	11286	19	0.8302	-38.016
86	1184	19	0.8335	15.995
49	14508	19	0.825	60.009
334	1184	19	0.8147	-14.015
12721	15291	19	0.858	0.001
6044	15291	19	0.8832	-0.034
1606	7796	19	0.8069	1.968
99	14404	19	0.9739	0.000
148	14508	19	0.8268	78.020
294	12721	19	0.8019	-0.984
86	148	19	0.8509	-36.020
7631	14404	19	0.845	46.042
144	7408	19	0.8973	17.027
49	319	19	0.8207	60.021
148	15291	19	0.832	18.011
319	390	19	0.8103	-26.015
7690	12987	19	0.9654	-0.017
319	334	19	0.839	-12.000
176	12045	19	0.8139	0.000
86	15291	19	0.809	-18.009
294	15291	19	0.8217	-0.983
4812	7631	19	0.8772	-14.016
7493	7631	19	0.8527	-46.050
7330	7631	19	0.8641	-18.010
148	6044	19	0.8008	18.045
6583	12987	19	0.8458	35.028
5296	12045	19	0.8322	-0.023
1606	13109	19	0.8217	1.968
390	14508	19	0.8258	26.004
316	13109	19	0.8657	0.000
207	7330	19	0.8523	-14.016
7408	15291	19	0.8137	0.001
2330	7330	19	0.8451	-28.023
14153	14406	19	0.9254	14.016
142	13109	19	0.816	1.956
2330	12987	19	0.9698	-0.001
86	229	19	0.8954	18.011
2330	9575	19	0.975	0.000
229	14508	19	0.8303	23.989
6044	7408	19	0.8336	-0.035
7493	12641	19	0.9694	-0.008
86	390	19	0.8335	15.995
2330	7690	19	0.9812	0.016
92	14637	20	0.9299	0.000
4510	16463	20	0.8331	-0.548
1	8387	20	0.9274	-21.982
7532	8242	20	0.9439	0.000
11719	16873	20	0.9336	0.016
16685	16938	20	0.8897	0.000
4510	5040	20	0.7928	-0.548
13933	16938	20	0.8633	0.000
7891	8634	20	0.8044	338.291
13933	16463	20	0.8873	0.000
14637	16873	20	0.9516	0.004
189	14637	20	0.8477	15.964
1122	13139	20	0.9654	0.039
14423	14868	20	0.8984	0.000
10451	13216	20	1.0	0.000
10356	15271	20	0.855	0.000
5040	14423	20	0.8258	0.000
6098	16840	20	0.8191	-0.104
3	92	20	0.8858	15.974
4728	14868	20	0.8887	0.000
1716	14868	20	0.8765	0.000
837	1086	20	0.782	40.928
4210	4538	20	0.92	0.000
14423	16938	20	0.7961	0.000
7001	9397	20	0.8187	0.000
7514	7532	20	0.9193	0.013
1	13143	20	0.9829	0.010
179	7514	20	0.9685	0.004
1122	16055	20	0.9695	-0.106
180	16688	20	0.784	137.992
39	7021	20	0.9807	0.011
1	13139	20	0.9716	0.144
13139	13143	20	0.977	-0.134
13139	16055	20	0.9747	-0.145
4578	16938	20	0.8077	0.000
4578	5040	20	0.8715	0.000
6	8387	20	0.9173	15.974
7532	16299	20	0.845	15.963
423	6025	20	1.0	-0.000
423	13139	20	0.9791	0.060
5347	7618	20	0.8592	0.000
14868	16938	20	0.7923	0.000
5414	15271	20	0.7845	-0.000
143	10360	20	0.9374	-15.974
8459	11780	20	0.8778	0.079
1122	13143	20	0.9732	-0.096
15956	16019	20	0.9267	0.000
1086	5347	20	0.7825	-21.961
11719	14637	20	0.9407	0.012
6098	15967	20	0.82	-0.105
5040	14868	20	0.8765	0.000
1	16055	20	0.9816	-0.001
7618	8634	20	0.8393	0.009
6	112	20	0.9561	0.143
480	5347	20	0.9677	-0.000
10360	13143	20	0.9421	37.965
179	16299	20	0.9141	15.979
423	16055	20	0.955	-0.084
3	7514	20	0.9526	-0.007
5671	10451	20	0.9421	0.000
15345	16840	20	0.8837	0.000
8242	16299	20	0.8423	15.962
4728	14423	20	0.8878	0.000
179	7675	20	0.9209	0.004
6620	8459	20	0.8412	117.116
423	8911	20	0.9571	-0.085
13139	16737	20	0.9098	-0.039
23	8911	20	0.9916	-0.144
6	143	20	0.9202	15.974
6	7021	20	0.9218	51.946
4578	14868	20	0.8903	0.000
7891	8398	20	0.8375	338.282
480	8398	20	0.9527	-0.000
23	6025	20	0.9587	-0.060
6025	16737	20	0.8976	0.021
92	189	20	0.8953	-15.963
1716	4728	20	0.8406	0.000
423	4809	20	0.9612	-0.085
8387	15967	20	0.9823	-0.000
7021	10360	20	0.9433	-51.946
6025	8911	20	0.9571	-0.084
5671	7001	20	0.9352	-0.000
1	423	20	0.95	0.084
1010	8387	20	0.9204	171.006
5671	13216	20	0.9421	0.000
3	7675	20	0.8994	-0.007
1010	11719	20	0.8101	288.073
143	8387	20	0.9856	0.000
189	7675	20	0.8997	-0.017
4578	14423	20	0.9026	0.000
9763	15271	20	0.8566	0.000
23	423	20	0.9587	-0.060
179	189	20	0.9673	0.021
5347	7891	20	0.8576	-338.282
92	16299	20	0.9784	-0.005
5040	13933	20	0.7979	0.000
7514	8242	20	0.9016	0.013
1	8911	20	0.9835	-0.001
143	1010	20	0.9225	-171.006
7532	16019	20	0.8368	-117.085
8242	16019	20	0.8231	-117.085
14637	16685	20	0.8157	0.000
6620	9763	20	0.7861	15.995
1086	5671	20	0.8162	-0.000
4578	4728	20	0.866	0.000
6025	13139	20	0.9791	0.060
1122	16737	20	0.9529	0.000
8911	16055	20	0.9878	0.000
6	10360	20	0.9632	-0.000
7001	13216	20	0.9052	0.000
189	7532	20	0.907	-0.005
23	4809	20	0.985	-0.145
189	7514	20	0.9598	-0.017
189	8242	20	0.8984	-0.004
1086	11780	20	0.8683	0.115
1122	6025	20	0.9419	-0.021
423	13143	20	0.9559	-0.074
480	7618	20	0.8325	-0.000
1086	6620	20	0.8376	-117.080
9397	10451	20	0.9022	0.000
5040	16938	20	0.8177	0.000
4510	13933	20	0.8066	-0.548
7618	8398	20	0.8494	-0.000
143	16055	20	0.9373	21.981
1	23	20	0.9851	0.144
4809	6025	20	0.9612	0.085
92	8242	20	0.8338	-15.968
4728	5040	20	0.8406	0.000
23	16737	20	0.9123	-0.038
3	16299	20	0.8973	15.969
7001	10451	20	0.9052	0.000
7001	11780	20	0.8054	0.115
9763	10356	20	0.8964	0.000
7514	7675	20	0.905	-0.000
1716	5040	20	1.0	0.000
4510	16938	20	0.8207	-0.548
3	8242	20	0.8946	0.006
23	13143	20	0.9906	-0.134
5040	16685	20	0.8586	0.000
1086	8459	20	0.9782	0.036
1716	14423	20	0.8258	0.000
1716	4578	20	0.8715	0.000
8112	16737	20	0.9699	-0.000
1716	16685	20	0.8586	0.000
6	15967	20	0.9211	15.974
179	7532	20	0.9351	0.016
1	6025	20	0.95	0.084
1716	16938	20	0.8177	0.000
6239	7021	20	0.9839	0.023
8911	13143	20	0.9898	0.010
5347	8398	20	0.9643	0.000
3	189	20	0.9746	0.011
6025	13143	20	0.9559	-0.074
4809	13139	20	0.9801	0.146
5671	8459	20	0.7992	0.036
480	7891	20	0.8402	-338.282
23	1122	20	0.9735	-0.038
4210	7021	20	0.8585	0.011
1	1122	20	0.9658	0.105
92	7514	20	0.8884	-15.981
9397	13216	20	0.9022	0.000
3	179	20	0.9596	-0.010
1086	7001	20	0.8069	-0.000
92	179	20	0.901	-15.984
4578	16685	20	0.7863	0.000
4510	16685	20	0.8774	-0.548
1122	8911	20	0.9736	-0.106
16299	16873	20	0.894	0.010
6620	7021	20	0.8815	58.017
4809	10360	20	0.9432	-37.954
1086	1432	20	0.7932	-46.021
92	16688	20	0.9855	0.005
16463	16685	20	0.9044	-0.000
112	10360	20	0.9253	-0.144
1432	2268	20	0.8094	-88.032
143	15967	20	0.9867	-0.000
3864	16873	20	0.8166	140.006
4809	16055	20	0.9817	0.001
423	16737	20	0.8976	0.021
13933	16685	20	0.9228	-0.000
16299	16688	20	0.9863	0.011
13143	16055	20	0.9861	-0.010
8398	8634	20	0.922	0.009
1716	13933	20	0.7979	0.000
1122	4809	20	0.9686	-0.107
4809	8911	20	0.9853	0.001
3	7532	20	0.902	0.006
423	1122	20	0.9419	0.021
92	11719	20	0.936	-0.011
6239	6620	20	0.8854	-57.995
23	16055	20	0.9906	-0.144
5067	7021	20	0.9724	0.022
16685	16873	20	0.8122	0.004
8387	10360	20	0.9348	-15.974
1432	10467	20	0.8034	-35.964
2268	10467	20	0.7976	52.068
14868	16685	20	0.7824	0.000
8911	13139	20	0.9782	0.145
10360	15967	20	0.9352	15.974
16463	16938	20	0.8704	0.000
179	10360	20	0.9007	-117.068
6098	15345	20	0.7906	-0.105
6025	16055	20	0.955	-0.084
1	4809	20	0.9774	-0.002
5347	8634	20	0.9295	0.009
23	13139	20	0.9789	0.000
7001	8459	20	0.8005	0.036
179	8242	20	0.9208	0.017
1716	4510	20	0.7928	0.548
7675	8242	20	0.9522	0.013
92	16873	20	0.9147	0.004
480	8634	20	0.942	0.009
4809	13143	20	0.9829	0.011
7532	7675	20	0.9669	-0.013
5671	9397	20	0.8645	0.000
143	8911	20	0.9485	21.981
7514	11719	20	0.8511	15.969
8945	9016	22	0.9047	0.000
8493	8945	22	0.8301	18.010
4161	8493	22	1.0	0.000
8493	9016	22	0.8605	18.010
4161	8945	22	0.8301	18.010
4161	9016	22	0.8605	18.010
3525	16304	23	0.909	-0.000
9695	9998	23	0.8099	0.000
1825	13207	23	0.8546	-197.090
3525	8840	23	0.8956	0.000
1825	8840	23	0.9046	0.000
9998	16304	23	0.8561	-0.000
1825	3525	23	0.9108	0.000
8840	16304	23	0.8618	-0.000
9695	16304	23	0.8359	-0.000
8840	13207	23	0.8434	-197.090
3525	13207	23	0.837	-197.090
8466	8597	25	0.7847	0.001
8597	8606	25	0.7204	-14.016
8466	8606	25	0.7121	-14.015
8597	14994	25	0.7351	168.185
8606	14994	25	0.7089	182.202
4059	10321	26	0.7559	0.000
9241	10321	26	0.7275	-0.000
95	387	27	0.9534	28.031
95	2436	27	0.8706	-28.031
1140	2436	27	0.8483	-84.094
387	1140	27	0.9333	28.031
95	1140	27	0.9088	56.063
387	7576	27	0.9839	0.124
387	2436	27	0.8683	-56.063
3883	6651	28	0.8331	-132.079
8449	8463	28	0.8684	220.131
2638	2811	28	0.8333	-44.026
14142	14143	28	0.9231	44.026
14531	14550	28	0.8439	-132.078
8435	8463	28	0.936	88.053
3527	7279	28	0.7717	-17.026
3873	6619	28	0.8945	-88.052
2250	8444	28	0.9248	17.026
8438	8440	28	0.9416	-44.026
2018	2321	28	0.9431	-44.026
6625	8433	28	0.9425	-88.053
371	8495	28	0.9304	-123.130
8946	14550	28	0.8244	-88.052
1967	16897	28	0.9378	132.078
14278	14474	28	0.866	-132.078
1967	3070	28	0.9378	132.078
3883	8946	28	0.8288	-126.141
13344	14944	28	0.8586	-132.079
650	3863	28	0.9236	-176.105
2018	2250	28	0.9389	132.078
13151	14165	28	0.7717	-449.371
14143	14165	28	0.8433	-176.105
2027	3070	28	0.9506	88.052
2638	2971	28	1.0	0.000
8440	8449	28	0.9229	-44.026
14944	15074	28	0.9195	44.027
6598	6674	28	0.9553	44.026
5907	14865	28	0.8048	-140.156
14146	14148	28	0.8738	44.026
1967	2321	28	0.9404	-88.052
371	6674	28	0.9218	-140.157
14278	14300	28	0.8759	88.052
13450	13874	28	0.8278	-30.047
1967	2027	28	0.9608	44.026
371	755	28	0.8882	-44.026
14278	14391	28	0.8494	162.052
14143	14147	28	0.9116	-88.052
637	8547	28	0.8613	-220.131
8440	8547	28	0.8618	168.188
13151	14148	28	0.7937	-185.214
384	3891	28	0.9055	17.027
14146	14147	28	0.8994	-132.078
6736	8433	28	0.951	-44.026
13344	14964	28	0.8287	-220.132
2018	3006	28	0.9389	-88.052
3070	6674	28	0.9486	88.053
8275	16897	28	0.9506	88.052
3891	8444	28	0.9159	-168.188
485	3857	28	0.9087	176.105
485	3853	28	0.975	44.026
2971	8375	28	0.7502	-88.052
13874	15074	28	0.8376	-13.979
3006	8433	28	0.9442	-132.079
1107	14224	28	0.8093	44.026
8275	8435	28	0.923	17.026
384	650	28	0.9516	44.026
3070	8275	28	0.9506	-88.052
8435	8438	28	0.946	-44.026
1561	13151	28	0.836	-0.010
2321	6736	28	0.9496	-132.078
3006	6625	28	0.9381	-44.026
755	6624	28	0.8063	0.000
14948	15074	28	0.9078	88.053
1967	6625	28	0.9238	-176.104
8491	8495	28	0.9453	44.026
8438	8491	28	0.8889	176.105
3835	14391	28	0.8829	-44.026
13281	15075	28	0.7873	-44.026
384	2250	28	0.9427	-168.188
14148	14151	28	0.8391	-220.130
485	1967	28	0.9544	-168.187
3853	3863	28	0.9456	-88.053
14151	14165	28	0.899	-44.026
14264	14363	28	0.8471	88.052
1967	2250	28	0.954	88.052
3835	3883	28	0.8705	140.157
8438	14321	28	0.8809	-179.079
650	3916	28	0.8914	-264.157
3070	6598	28	0.9609	44.026
6644	14964	28	0.79	-234.110
3863	14435	28	0.887	-330.240
8670	14321	28	0.849	-330.240
14550	14865	28	0.8637	-14.016
6598	16897	28	0.9609	-44.026
8423	8435	28	0.9433	-151.234
384	485	28	0.9531	-88.053
637	3857	28	0.8837	-17.027
8968	14278	28	0.8494	-162.052
8435	8440	28	0.9343	-88.052
1967	2018	28	0.9556	-44.026
3863	3916	28	0.9356	-88.052
2018	3070	28	0.9173	176.104
13450	14964	28	0.8669	-176.105
2027	8435	28	0.923	17.026
371	3859	28	0.8787	-88.053
637	3891	28	0.9149	-88.052
8444	8491	28	0.9268	88.053
14147	14148	28	0.846	176.104
6598	7279	28	0.9183	88.053
8946	14531	28	0.8169	44.026
8902	14550	28	0.8215	-44.026
8435	8491	28	0.9169	132.079
371	6624	28	0.8457	-44.026
2321	8433	28	0.9329	-176.105
2027	3853	28	0.9481	168.188
4040	6677	28	0.7996	-44.026
755	8491	28	0.8625	-123.130
3859	3883	28	0.8762	-44.026
2027	6598	28	0.9204	132.079
14435	14984	28	0.8394	176.068
2811	2971	28	0.8333	44.026
650	3853	28	0.9633	-88.052
14147	14165	28	0.8735	-88.052
8547	14435	28	0.8363	-347.266
3952	14224	28	0.7698	0.000
3853	3873	28	0.9501	-132.079
14321	14474	28	0.9022	-88.052
2971	8491	28	0.8521	31.042
485	3863	28	0.9534	-44.026
3859	14300	28	0.8651	-302.209
384	3857	28	0.9321	88.052
3873	8449	28	0.9118	-151.161
14148	14165	28	0.7678	-264.157
2250	16897	28	0.968	44.026
3853	8275	28	0.9481	-168.188
8968	14391	28	1.0	-0.000
14264	14474	28	0.8493	-176.104
8902	14531	28	0.8213	88.052
650	3873	28	0.9248	-220.131
2250	6674	28	0.9283	132.079
13874	14142	28	0.9438	-168.188
384	3863	28	0.9279	-132.079
2018	16897	28	0.9173	176.104
2018	8275	28	0.9613	88.052
3883	3953	28	0.8368	-44.026
1967	8275	28	0.9608	44.026
5907	14550	28	0.8431	-126.140
14264	14435	28	0.8651	-132.078
3859	5907	28	0.8566	-132.079
3883	5907	28	0.8663	-88.053
755	3859	28	0.8531	-44.026
14474	14527	28	0.7934	162.052
2811	2812	28	0.7985	0.000
2321	3873	28	0.9578	168.187
14435	14474	28	0.8873	-44.026
5907	6651	28	0.8485	-44.026
4040	13155	28	0.7107	28.031
1107	8547	28	0.8536	-176.105
3006	3916	28	0.9368	168.187
6619	6625	28	0.885	-168.187
2321	8275	28	0.9299	132.078
637	14224	28	0.8232	0.000
2250	6598	28	0.944	88.053
14300	14363	28	0.877	44.026
14143	14151	28	0.9105	-132.078
13344	15074	28	0.8692	-88.053
13874	14964	28	0.82	-146.058
6625	6736	28	0.9517	-44.026
755	3857	28	0.8447	28.031
8435	8444	28	0.9491	44.026
3853	8423	28	0.9788	0.073
14264	14278	28	0.8725	-44.026
14143	14148	28	0.8783	88.052
14300	14435	28	0.8613	-176.104
3916	6736	28	0.8533	-256.239
8463	8491	28	0.9448	44.026
14142	14147	28	0.9418	-44.026
