	feature_id	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class
378	14311	1.0	0.8254339	ISDB	http://www.wikidata.org/entity/Q105007815	GFUUKLRKPFBBHB-LXTFHKNLSA-N	InChI=1S/C8H11NO4/c1-3(10)7(11)4-5(12-4)8(9-2)6(7)13-8/h3-6,10-11H,2H2,1H3/t3-,4+,5-,6-,7+,8-/m0/s1	C=N[C@@]12O[C@H]1[C@@](O)([C@H](C)O)[C@@H]1O[C@@H]12	C8H11NO4	nan	185.068807832	(1S,2S,4R,5R,6S)-5-[(1S)-1-hydroxyethyl]-1-(methylideneamino)-3,7-dioxatricyclo[4.1.0.0²,⁴]heptan-5-ol	GFUUKLRKPFBBHB	nan	nan	nan	http://www.wikidata.org/entity/Q10702731	Trichoderma hamatum	499334.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Sordariomycetes']	['Hypocreales']	['Hypocreaceae']	['Unknown']	['Hypocrea']	['Trichoderma hamatum']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	0	4.301735877990723	1	6	Amino acids and Peptides	0.3488372093023256	Small peptides	0.1744186046511628	Dipeptides	0.10465116279069768
379	1432	3.0	0.5248138	ISDB	http://www.wikidata.org/entity/Q104944616	BQWXVEGUQMSXOH-QMMMGPOBSA-N	InChI=1S/C12H17NO2/c1-8-10-7-12(15-3)11(14)6-9(10)4-5-13(8)2/h6-8,14H,4-5H2,1-3H3/t8-/m0/s1	COc1cc2c(cc1O)CCN(C)[C@H]2C	C12H17NO2	nan	207.12592878400002	(1S)-7-methoxy-1,2-dimethyl-3,4-dihydro-1H-isoquinolin-6-ol	BQWXVEGUQMSXOH	Alkaloids	Tyrosine alkaloids	Aporphine alkaloids	http://www.wikidata.org/entity/Q1280720	Echium humile	575745.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Boraginales']	['Boraginaceae']	['Lithospermeae']	['Echium']	['Echium humile']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	0	3.099255084991455	1	20	Shikimates and Phenylpropanoids	0.06329113924050633	Phenylpropanoids (C6-C3)	0.05063291139240506	Cinnamic acids and derivatives	0.05063291139240506
380	14337	1.0	0.739982	ISDB	http://www.wikidata.org/entity/Q75058507	KXRFYNPTGDYEAI-UHFFFAOYSA-N	InChI=1S/C9H11ClO4/c1-4-5(10)9(14-3)7(12)6(11)8(4)13-2/h11-12H,1-3H3	COc1c(C)c(Cl)c(OC)c(O)c1O	C9H11ClO4	nan	218.034586512	4-chloro-3,6-dimethoxy-5-methylbenzene-1,2-diol	KXRFYNPTGDYEAI	Polyketides	Aromatic polyketides	Simple aromatic polyketides	http://www.wikidata.org/entity/Q22286246	Phloeomana speirea	726968.0	['Eukaryota']	['Fungi']	['Basidiomycota']	['Agaricomycetes']	['Agaricales']	['Porotheleaceae']	['Unknown']	['Phloeomana']	['Phloeomana speirea']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	0	3.959928035736084	1	41	Terpenoids	0.25	Monoterpenoids	0.25	Iridoids monoterpenoids	0.25
381	1437	1.0	0.3112983	ISDB	http://www.wikidata.org/entity/Q83033981	MQEPWBMWFIVRPS-ZGSHZZHUSA-N	InChI=1S/C10H16O8/c11-2-5-7(13)8(14)9(15)10(18-5)17-4-1-6(12)16-3-4/h4-5,7-11,13-15H,1-3H2/t4-,5-,7-,8+,9-,10-/m1/s1	O=C1C[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CO1	C10H16O8	nan	264.084517472	(4R)-4-{[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxolan-2-one	MQEPWBMWFIVRPS	nan	nan	nan	http://www.wikidata.org/entity/Q15041677	Crocus sativus	542824.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asparagales']	['Iridaceae']	['Croceae']	['Crocus']	['Crocus sativus']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	0	2.2451932430267334	1	-1	nan	nan	nan	nan	nan	nan
382	1438	1.0	0.5201729	ISDB	http://www.wikidata.org/entity/Q27144843	PBOUVYGPDSARIS-IUCAKERBSA-N	InChI=1S/C11H22N2O3S/c1-7(2)6-9(11(15)16)13-10(14)8(12)4-5-17-3/h7-9H,4-6,12H2,1-3H3,(H,13,14)(H,15,16)/t8-,9-/m0/s1	CSCC[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)O	C11H22N2O3S	nan	262.135113564	Met-Leu	PBOUVYGPDSARIS	Amino acids and Peptides	Small peptides	Dipeptides	http://www.wikidata.org/entity/Q177932	Brassica napus	309234.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Brassica']	['Brassica napus']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	0	3.0806915760040283	1	-1	nan	nan	nan	nan	nan	nan
383	14381	1.0	0.8386705	ISDB	http://www.wikidata.org/entity/Q27104032	ODKSFYDXXFIFQN-UHFFFAOYSA-N	InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)	N=C(N)NCCCC(N)C(=O)O	C6H14N4O2	nan	174.111675688	arginine	ODKSFYDXXFIFQN	Amino acids and Peptides	Small peptides	Aminoacids	http://www.wikidata.org/entity/Q130888	Drosophila melanogaster	505714.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Diptera']	['Drosophilidae']	['Drosophilini']	['Drosophila']	['Drosophila melanogaster']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	nan	nan	nan	nan	nan	4	3	8.854681968688965	1	102	Amino acids and Peptides	1.0	Small peptides	1.0	Aminoacids	1.0
384	14404	6.0	0.31966662	ISDB	http://www.wikidata.org/entity/Q114174	PHOQVHQSTUBQQK-SQOUGZDYSA-N	InChI=1S/C6H10O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-5,7-10H,1H2/t2-,3-,4+,5-/m1/s1	O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C6H10O6	nan	178.04773804	gluconolactone	PHOQVHQSTUBQQK	Carbohydrates	Saccharides	Monosaccharides	http://www.wikidata.org/entity/Q1335549	Tetranychus urticae	106112.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Arachnida']	['Trombidiformes']	['Tetranychidae']	['Unknown']	['Tetranychus']	['Tetranychus urticae']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	nan	nan	nan	nan	nan	nan	3	3	5.7786664962768555	1	19	Carbohydrates	0.18867924528301888	Saccharides	0.18867924528301888	Monosaccharides	0.18867924528301888
385	14405	5.0	0.4077561	ISDB	http://www.wikidata.org/entity/Q409622	JFCQEDHGNNZCLN-UHFFFAOYSA-N	InChI=1S/C5H8O4/c6-4(7)2-1-3-5(8)9/h1-3H2,(H,6,7)(H,8,9)	O=C(O)CCCC(=O)O	C5H8O4	nan	132.042258736	glutaric acid	JFCQEDHGNNZCLN	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids	http://www.wikidata.org/entity/Q130888	Drosophila melanogaster	505714.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Diptera']	['Drosophilidae']	['Drosophilini']	['Drosophila']	['Drosophila melanogaster']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	nan	nan	nan	nan	nan	4	3	7.131024360656738	1	189	Fatty acids	0.8	Fatty Acids and Conjugates	0.8	Dicarboxylic acids	0.8
386	1443	1.0	0.22595914	ISDB	nan	nan	nan	nan	nan	nan	nan	nan	WBCPHXFZHPNQDT	nan	nan	nan	nan	nan	nan	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0.9038365483283997	1	-1	nan	nan	nan	nan	nan	nan
387	14432	10.0	0.33943766	ISDB	http://www.wikidata.org/entity/Q27116734	HSBSUGYTMJWPAX-UHFFFAOYSA-N	InChI=1S/C6H8O4/c7-5(8)3-1-2-4-6(9)10/h1,3H,2,4H2,(H,7,8)(H,9,10)	O=C(O)C=CCCC(=O)O	C6H8O4	nan	144.042258736	2-hexenedioic acid	HSBSUGYTMJWPAX	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids	http://www.wikidata.org/entity/Q164148	Lupinus angustifolius	1030433.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Genisteae']	['Lupinus']	['Lupinus angustifolius']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	3	3.857750654220581	1	210	Fatty acids	0.4	Fatty Acids and Conjugates	0.4	Dicarboxylic acids	0.4
388	1444	3.0	0.67786384	ISDB	http://www.wikidata.org/entity/Q27159767	LTMQZVLXCLQPCT-UHFFFAOYSA-N	InChI=1S/C13H18/c1-10-6-7-12-11(9-10)5-4-8-13(12,2)3/h6-7,9H,4-5,8H2,1-3H3	Cc1ccc2c(c1)CCCC2(C)C	C13H18	nan	174.140850576	α-ionene	LTMQZVLXCLQPCT	Terpenoids	Sesquiterpenoids	Himachalane sesquiterpenoids	http://www.wikidata.org/entity/Q59420273	Feijoa sellowiana	9529.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Myrtales']	['Myrtaceae']	['Myrteae']	['Acca']	['Acca sellowiana']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	2	4.711455345153809	1	147	Terpenoids	0.875	Sesquiterpenoids	0.875	Bisabolane sesquiterpenoids	0.6071428571428571
389	14451	1.0	0.739982	ISDB	http://www.wikidata.org/entity/Q75058507	KXRFYNPTGDYEAI-UHFFFAOYSA-N	InChI=1S/C9H11ClO4/c1-4-5(10)9(14-3)7(12)6(11)8(4)13-2/h11-12H,1-3H3	COc1c(C)c(Cl)c(OC)c(O)c1O	C9H11ClO4	nan	218.034586512	4-chloro-3,6-dimethoxy-5-methylbenzene-1,2-diol	KXRFYNPTGDYEAI	Polyketides	Aromatic polyketides	Simple aromatic polyketides	http://www.wikidata.org/entity/Q22286246	Phloeomana speirea	726968.0	['Eukaryota']	['Fungi']	['Basidiomycota']	['Agaricomycetes']	['Agaricales']	['Porotheleaceae']	['Unknown']	['Phloeomana']	['Phloeomana speirea']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	0	3.959928035736084	1	41	Terpenoids	0.25	Monoterpenoids	0.25	Iridoids monoterpenoids	0.25
390	1447	18.0	0.4975397	ISDB	http://www.wikidata.org/entity/Q104395006	VWOPTUCATATVGQ-DLOVCJGASA-N	InChI=1S/C12H18O2/c1-4-11(2)6-5-7-12(3)9(11)8-10(13)14-12/h4,9H,1,5-8H2,2-3H3/t9-,11-,12-/m0/s1	C=C[C@@]1(C)CCC[C@]2(C)OC(=O)C[C@H]21	C12H18O2	nan	194.130679816	(3aS,4R,7aS)-4-ethenyl-4,7a-dimethyl-tetrahydro-3H-1-benzofuran-2-one	VWOPTUCATATVGQ	Terpenoids	Sesquiterpenoids	Elemane sesquiterpenoids	http://www.wikidata.org/entity/Q4751981	Anastrepha ludens	227746.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Diptera']	['Tephritidae']	['Toxotrypanini']	['Anastrepha']	['Anastrepha ludens']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	nan	nan	nan	nan	nan	4	2	6.990159034729004	1	134	Terpenoids	0.9090909090909091	Sesquiterpenoids	0.7878787878787878	Menthane monoterpenoids	0.6666666666666666
391	145	1.0	0.20697884	ISDB	nan	nan	nan	nan	nan	nan	nan	nan	HKSWNVKSXBFJGZ	nan	nan	nan	nan	nan	nan	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0.827915370464325	1	10	Polyketides	0.08771929824561403	Naphthalenes	0.07017543859649122	Naphthoquinones	0.07017543859649122
392	1455	8.0	0.0	MS1_match	http://www.wikidata.org/entity/Q6172528	HCJMNOSIAGSZBM-UHFFFAOYSA-N	InChI=1S/C8H8O3/c1-5-3-2-4-6(9)7(5)8(10)11/h2-4,9H,1H3,(H,10,11)	Cc1cccc(O)c1C(=O)O	C8H8O3	pos_1_1proton1acetonitrile	152.047344116	methylsalicylic acid	HCJMNOSIAGSZBM	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids	http://www.wikidata.org/entity/Q1566538	Camponotus vagus	507118.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Camponotini']	['Camponotus']	['Camponotus vagus']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	nan	nan	nan	6	3	7.5	1	224	Shikimates and Phenylpropanoids	0.75	Phenolic acids (C6-C1)	0.75	Simple phenolic acids	0.75
393	14629	10.0	0.3339051	ISDB	http://www.wikidata.org/entity/Q27116734	HSBSUGYTMJWPAX-UHFFFAOYSA-N	InChI=1S/C6H8O4/c7-5(8)3-1-2-4-6(9)10/h1,3H,2,4H2,(H,7,8)(H,9,10)	O=C(O)C=CCCC(=O)O	C6H8O4	nan	144.042258736	2-hexenedioic acid	HSBSUGYTMJWPAX	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids	http://www.wikidata.org/entity/Q164148	Lupinus angustifolius	1030433.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Genisteae']	['Lupinus']	['Lupinus angustifolius']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	3	3.835620403289795	1	210	Fatty acids	0.4	Fatty Acids and Conjugates	0.4	Dicarboxylic acids	0.4
394	14647	3.0	0.64268386	ISDB	http://www.wikidata.org/entity/Q18416004	JDHILDINMRGULE-LURJTMIESA-N	InChI=1S/C7H11N3O2/c1-10-4-9-3-5(10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)/t6-/m0/s1	Cn1cncc1C[C@H](N)C(=O)O	C7H11N3O2	nan	169.085126592	3,methylhistidine	JDHILDINMRGULE	Amino acids and Peptides	Small peptides	Aminoacids	http://www.wikidata.org/entity/Q306939	Apis cerana	625771.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Apidae']	['Apini']	['Apis']	['Apis cerana']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	nan	nan	nan	nan	5	0	7.570735454559326	1	-1	nan	nan	nan	nan	nan	nan
395	14648	1.0	0.67103094	ISDB	http://www.wikidata.org/entity/Q6823656	QEFRNWWLZKMPFJ-UHFFFAOYSA-N	InChI=1S/C5H11NO3S/c1-10(9)3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)	C[S+]([O-])CCC(N)C(=O)O	C5H11NO3S	nan	165.045964212	methionine sulfoxide	QEFRNWWLZKMPFJ	Amino acids and Peptides	Small peptides	Aminoacids	http://www.wikidata.org/entity/Q130888	Drosophila melanogaster	505714.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Diptera']	['Drosophilidae']	['Drosophilini']	['Drosophila']	['Drosophila melanogaster']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	nan	nan	nan	nan	nan	4	3	8.184123992919922	1	559	Amino acids and Peptides	1.0	Small peptides	1.0	Aminoacids	1.0
396	1469	42.0|42.0	0.0|0.0	MS1_match|MS1_match	http://www.wikidata.org/entity/Q27103655|http://www.wikidata.org/entity/Q27888324	WTARULDDTDQWMU-IUCAKERBSA-N|XMGQYMWWDOXHJM-JTQLQIEISA-N	InChI=1S/C10H16/c1-7-4-5-8-6-9(7)10(8,2)3/h8-9H,1,4-6H2,2-3H3/t8-,9-/m0/s1|InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,10H,1,5-7H2,2-3H3/t10-/m0/s1	C=C1CC[C@H]2C[C@@H]1C2(C)C|C=C(C)[C@H]1CC=C(C)CC1	C10H16|C10H16	pos_1_1proton1methanol|pos_1_1proton1methanol	136.12520051200002|136.12520051200002	(-)-β-pinene|α-limonene	WTARULDDTDQWMU|XMGQYMWWDOXHJM	Terpenoids|Terpenoids	Monoterpenoids|Monoterpenoids	Pinane monoterpenoids|Menthane monoterpenoids	http://www.wikidata.org/entity/Q13870694|http://www.wikidata.org/entity/Q13870694	Myrmicaria melanogaster|Myrmicaria melanogaster	3254444.0|3254444.0	['Eukaryota']|['Eukaryota']	['Metazoa']|['Metazoa']	['Arthropoda']|['Arthropoda']	['Insecta']|['Insecta']	['Hymenoptera']|['Hymenoptera']	['Formicidae']|['Formicidae']	['Myrmicariini']|['Myrmicariini']	['Myrmicaria']|['Myrmicaria']	['Myrmicaria melanogaster']|['Myrmicaria melanogaster']	nan|nan	['Eukaryota']|['Eukaryota']	['Metazoa']|['Metazoa']	['Arthropoda']|['Arthropoda']	['Insecta']|['Insecta']	['Hymenoptera']|['Hymenoptera']	['Formicidae']|['Formicidae']	nan|nan	nan|nan	nan|nan	6|6	2|2	7.0|7.0	1|1	30	Fatty acids	0.7176470588235294	Monoterpenoids	0.6705882352941176	Acyclic monoterpenoids	0.4117647058823529
397	14691	10.0	0.23722786	ISDB	http://www.wikidata.org/entity/Q27102705	GNKXHPULSPWUAK-UHFFFAOYSA-N	InChI=1S/C8H9NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2-3,11-12H,4H2,1H3	Cc1ncc(C=O)c(CO)c1O	C8H9NO3	nan	167.058243148	isopyridoxal	GNKXHPULSPWUAK	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids	http://www.wikidata.org/entity/Q1080188	Daphnia pulex	59086.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Branchiopoda']	['Diplostraca']	['Daphniidae']	['Unknown']	['Daphnia']	['Daphnia pulex']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	nan	nan	nan	nan	nan	nan	3	1	4.448911428451538	1	252	Alkaloids	0.75	Cyclic polyketides	0.5	2-pyrone derivatives	0.5
398	1470	1.0	0.78340465	ISDB	http://www.wikidata.org/entity/Q104667317	OQZUUUBOQWBAEX-WAYWQWQTSA-N	InChI=1S/C14H10O8/c1-3-7(15)11(19)5(12(20)8(3)16)6-13(21)9(17)4(2)10(18)14(6)22/h15-17,19H,1-2H3/b6-5-	CC1=C(O)C(=O)/C(=C2/C(=O)C(O)=C(C)C(O)=C2O)C(=O)C1=O	C14H10O8	nan	306.03756728	(Z)-3',5,5',6'-tetrahydroxy-4,4'-dimethyl-[1,1'-bi(cyclohexylidene)]-3',4,5'-triene-2,2',3,6-tetrone	OQZUUUBOQWBAEX	Polyketides	Naphthalenes	Naphthoquinones	http://www.wikidata.org/entity/Q672560	Clavicipitaceae	969668.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Sordariomycetes']	['Hypocreales']	['Clavicipitaceae']	['Unknown']	['Unknown']	['Unknown']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	3	5.633618354797363	1	506	Shikimates and Phenylpropanoids	1.0	Naphthalenes	0.6666666666666666	Naphthoquinones	0.6666666666666666
399	1476	55.0	0.40940842	ISDB	http://www.wikidata.org/entity/Q27108606	VMYXUZSZMNBRCN-CQSZACIVSA-N	InChI=1S/C15H22/c1-12(2)6-5-7-14(4)15-10-8-13(3)9-11-15/h6,8-11,14H,5,7H2,1-4H3/t14-/m1/s1	CC(C)=CCC[C@@H](C)c1ccc(C)cc1	C15H22	nan	202.17215070400002	(-)-α-curcumene	VMYXUZSZMNBRCN	Terpenoids	Sesquiterpenoids	Bisabolane sesquiterpenoids	http://www.wikidata.org/entity/Q13380183	Antillogorgia rigida	3677889.0	['Eukaryota']	['Metazoa']	['Cnidaria']	['Anthozoa']	['Alcyonacea']	['Gorgoniidae']	['Unknown']	['Antillogorgia']	['Antillogorgia rigida']	nan	['Eukaryota']	['Metazoa']	nan	nan	nan	nan	nan	nan	nan	2	3	5.137633800506592	1	147	Terpenoids	0.875	Sesquiterpenoids	0.875	Bisabolane sesquiterpenoids	0.6071428571428571
400	14787	6.0	0.66134274	ISDB	http://www.wikidata.org/entity/Q105218218	QCGKUVQFKYIGAV-WCQGTBRESA-N	InChI=1S/C13H20O/c1-8(2)10-6-12-9(3)4-5-11(12)13(14)7-10/h6,8-9,11-12H,4-5,7H2,1-3H3/t9-,11+,12-/m0/s1	CC(C)C1=C[C@H]2[C@@H](C)CC[C@H]2C(=O)C1	C13H20O	nan	192.15141526	(1S,3aR,7aR)-6-isopropyl-1-methyl-1,2,3,3a,5,7a-hexahydroinden-4-one	QCGKUVQFKYIGAV	Terpenoids	Monoterpenoids	Monocyclic monoterpenoids	http://www.wikidata.org/entity/Q5657681	Adesmia boronioides	571417.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Dalbergieae']	['Adesmia']	['Adesmia boronioides']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	2	4.645370960235596	1	30	Fatty acids	0.7176470588235294	Monoterpenoids	0.6705882352941176	Acyclic monoterpenoids	0.4117647058823529
401	148	1.0	0.51161975	ISDB	http://www.wikidata.org/entity/Q110169771	BWBYOMWIDCKMAI-LNMZYWNMSA-N	InChI=1S/C12H18O9/c1-5(14)12(18)2-6(4-19-12)20-11-10(17)9(16)8(15)7(3-13)21-11/h2,7-11,13,15-18H,3-4H2,1H3/t7-,8-,9+,10-,11-,12?/m1/s1	CC(=O)C1(O)C=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CO1	C12H18O9	nan	306.095082156	1-(2-hydroxy-4-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-5H-furan-2-yl)ethanone	BWBYOMWIDCKMAI	nan	nan	nan	http://www.wikidata.org/entity/Q10622902	Penicillium citrinum	226488.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Eurotiales']	['Trichocomaceae']	['Unknown']	['Penicillium']	['Penicillium citrinum']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	0	3.0464789867401123	1	19	Carbohydrates	0.18867924528301888	Saccharides	0.18867924528301888	Monosaccharides	0.18867924528301888
402	1481	61.0	0.27500972	ISDB	http://www.wikidata.org/entity/Q27294762	WGPCZPLRVAWXPW-UHFFFAOYSA-N	InChI=1S/C12H22O2/c1-2-3-4-5-6-7-8-11-9-10-12(13)14-11/h11H,2-10H2,1H3	CCCCCCCCC1CCC(=O)O1	C12H22O2	nan	198.16197994400002	γ-dodecalactone	WGPCZPLRVAWXPW	Fatty acids	Fatty esters	Lactones	http://www.wikidata.org/entity/Q1207403	Nothomyrmecia macrops	315578.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Unknown']	['Nothomyrmecia']	['Nothomyrmecia macrops']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	nan	nan	nan	6	1	7.600039005279541	1	91	Fatty acids	0.6346153846153846	Monoterpenoids	0.8076923076923077	Guaiane sesquiterpenoids	0.3269230769230769
403	14810	3.0	0.44579184	ISDB	http://www.wikidata.org/entity/Q524670	NPOAOTPXWNWTSH-UHFFFAOYSA-N	InChI=1S/C6H10O5/c1-6(11,2-4(7)8)3-5(9)10/h11H,2-3H2,1H3,(H,7,8)(H,9,10)	CC(O)(CC(=O)O)CC(=O)O	C6H10O5	nan	162.05282342	meglutol	NPOAOTPXWNWTSH	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids	http://www.wikidata.org/entity/Q130888	Drosophila melanogaster	505714.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Diptera']	['Drosophilidae']	['Drosophilini']	['Drosophila']	['Drosophila melanogaster']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	nan	nan	nan	nan	nan	4	3	7.283167362213135	1	464	Fatty acids	1.0	Fatty Acids and Conjugates	1.0	Dicarboxylic acids	0.8
404	1483	1.0	0.23417307	ISDB	http://www.wikidata.org/entity/Q81990935	ZDJFDFNNEAPGOP-UHFFFAOYSA-N	InChI=1S/C16H30O4/c1-19-15(17)13-11-9-7-5-3-4-6-8-10-12-14-16(18)20-2/h3-14H2,1-2H3	COC(=O)CCCCCCCCCCCCC(=O)OC	C16H30O4	nan	286.21440944	1,14-dimethyl tetradecanedioate	ZDJFDFNNEAPGOP	Fatty acids	Fatty esters	Wax monoesters	http://www.wikidata.org/entity/Q10642695	Pseudococcus comstocki	978693.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hemiptera']	['Pseudococcidae']	['Unknown']	['Pseudococcus']	['Pseudococcus comstocki']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	nan	nan	nan	nan	nan	4	3	6.436692237854004	1	695	Fatty acids	0.5	Fatty esters	0.5	Wax monoesters	0.5
405	14869	1.0	0.27556476	ISDB	http://www.wikidata.org/entity/Q74411108	SHZGCJCMOBCMKK-JFNONXLTSA-N	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	C6H12O5	nan	164.068473484	L-rhamnose	SHZGCJCMOBCMKK	Carbohydrates	Saccharides	Disaccharides	http://www.wikidata.org/entity/Q3163048	Jatropha gossypiifolia	610105.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Euphorbiaceae']	['Jatropheae']	['Jatropha']	['Jatropha gossypiifolia']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	3	3.6022591590881348	1	106	Carbohydrates	1.0	Saccharides	1.0	Disaccharides	1.0
