	feature_id	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class
0	10032	14.0	0.20669806	ISDB	http://www.wikidata.org/entity/Q105145650	KSXULPOQIKTIMP-JPRZGNOKSA-N	InChI=1S/C21H31ClO4/c1-13(2)7-6-10-20(3)16-9-8-14(19(25)26-5)15(12-23)21(16,4)18(24)11-17(20)22/h7-8,12,15-18,24H,6,9-11H2,1-5H3/t15-,16-,17-,18-,20-,21+/m0/s1	COC(=O)C1=CC[C@H]2[C@](C)(CCC=C(C)C)[C@@H](Cl)C[C@H](O)[C@]2(C)[C@H]1C=O	C21H31ClO4	nan	382.19108715199997	methyl (1R,4aR,5S,6S,8S,8aS)-6-chloro-1-formyl-8-hydroxy-5,8a-dimethyl-5-(4-methylpent-3-en-1-yl)-1,4,4a,6,7,8-hexahydronaphthalene-2-carboxylate	KSXULPOQIKTIMP	Terpenoids	Diterpenoids	Sacculatane diterpenoids	http://www.wikidata.org/entity/Q2776605	Negombata magnifica	986132.0	['Eukaryota']	['Metazoa']	['Porifera']	['Demospongiae']	['Poecilosclerida']	['Latrunculiidae']	['Unknown']	['Negombata']	['Negombata magnifica']	nan	['Eukaryota']	['Metazoa']	nan	nan	nan	nan	nan	nan	nan	2	0	2.8267922401428223	1	-1	nan	nan	nan	nan	nan	nan
1	1004	19.0	0.48556262	ISDB	http://www.wikidata.org/entity/Q105153699	LLRZUAWETKPZJO-VFABXPAXSA-N	InChI=1S/C14H24O2/c1-3-4-5-6-7-8-9-10-11-12-13-16-14(2)15/h4-7H,3,8-13H2,1-2H3/b5-4?,7-6+	CCC=C/C=C/CCCCCCOC(C)=O	C14H24O2	nan	224.177630008	(7E)-dodeca-7,9-dien-1-yl acetate	LLRZUAWETKPZJO	Fatty acids	Fatty esters	Wax monoesters	http://www.wikidata.org/entity/Q815051	Lobesia botrana	283276.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Lepidoptera']	['Tortricidae']	['Olethreutini']	['Lobesia']	['Lobesia botrana']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	nan	nan	nan	nan	nan	4	1	6.4422502517700195	1	30	Fatty acids	0.7176470588235294	Monoterpenoids	0.6705882352941176	Acyclic monoterpenoids	0.4117647058823529
2	1006	6.0	0.5336755	ISDB	http://www.wikidata.org/entity/Q76303345	GZUALOWLHSCENG-SKVAFPRGSA-N	InChI=1S/C12H22O3/c1-2-3-4-5-6-7-8-9-11(13)10-12(14)15/h7-8,11,13H,2-6,9-10H2,1H3,(H,14,15)/b8-7-/t11-/m1/s1	CCCCCC/C=C\C[C@@H](O)CC(=O)O	C12H22O3	nan	214.15689456400003	(3R,5Z)-3-hydroxydodec-5-enoic acid	GZUALOWLHSCENG	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids	http://www.wikidata.org/entity/Q105024621	Globisporangium ultimum	504918.0	['Eukaryota']	['Unknown']	['Unknown']	['Peronosporomycetes']	['Unknown']	['Unknown']	['Unknown']	['Pythium']	['Globisporangium ultimum']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	0	3.13470196723938	1	-1	nan	nan	nan	nan	nan	nan
3	1007	14.0	0.28992632	ISDB	http://www.wikidata.org/entity/Q104403702	IZBLVPXRSYOQND-VOTSOKGWSA-N	InChI=1S/C22H32O6/c1-12-9-16-13(2)11-26-22(5,7-6-8-23)21-18(16)19(20(12)27-15(4)25)17(28-21)10-14(3)24/h6-8,12-13,16-21H,9-11H2,1-5H3/b7-6+	CC(=O)CC1OC2C3C(CC(C)C(OC(C)=O)C13)C(C)COC2(C)/C=C/C=O	C22H32O6	nan	392.219888744	6,9,12-trimethyl-12-[(1E)-3-oxoprop-1-en-1-yl]-3-(2-oxopropyl)-2,11-dioxatricyclo[6.4.1.0⁴,¹³]tridecan-5-yl acetate	IZBLVPXRSYOQND	Terpenoids	Diterpenoids	Asbestinane diterpenoids	http://www.wikidata.org/entity/Q1924270	Briareum asbestinum	277297.0	['Eukaryota']	['Metazoa']	['Cnidaria']	['Anthozoa']	['Alcyonacea']	['Briareidae']	['Unknown']	['Briareum']	['Briareum asbestinum']	nan	['Eukaryota']	['Metazoa']	nan	nan	nan	nan	nan	nan	nan	2	2	4.15970516204834	1	419	Terpenoids	0.7777777777777778	Diterpenoids	0.4444444444444444	Xenicane diterpenoids	0.3333333333333333
4	10071	3.0	0.59900945	ISDB	http://www.wikidata.org/entity/Q27269839	POPNTVRHTZDEBW-UHFFFAOYSA-N	InChI=1S/C13H24O2/c1-5-13(14)15-10-9-12(4)8-6-7-11(2)3/h7,12H,5-6,8-10H2,1-4H3	CCC(=O)OCCC(C)CCC=C(C)C	C13H24O2	nan	212.177630008	citronellyl propionate	POPNTVRHTZDEBW	Terpenoids	Monoterpenoids	Acyclic monoterpenoids	http://www.wikidata.org/entity/Q15208935	Pelargonium quercifolium	795465.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Geraniales']	['Geraniaceae']	['Unknown']	['Pelargonium']	['Pelargonium quercifolium']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	2	4.396037817001343	1	91	Fatty acids	0.6346153846153846	Monoterpenoids	0.8076923076923077	Guaiane sesquiterpenoids	0.3269230769230769
5	10086	1.0	0.2684621	ISDB	nan	nan	nan	nan	nan	nan	nan	nan	MEHUJCGAYMDLEL	nan	nan	nan	nan	nan	nan	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	1.0738483667373657	1	716	nan	nan	nan	nan	nan	nan
6	10088	1.0	0.52046555	ISDB	http://www.wikidata.org/entity/Q5848267	PIGOPELHGLPKLL-YFKPBYRVSA-N	InChI=1S/C6H9N3O2/c7-5(6(10)11)4-9-3-1-2-8-9/h1-3,5H,4,7H2,(H,10,11)/t5-/m0/s1	N[C@@H](Cn1cccn1)C(=O)O	C6H9N3O2	nan	155.069476528	3-(pyrazol-1-yl)-L-alanine	PIGOPELHGLPKLL	Amino acids and Peptides	Small peptides	Aminoacids	http://www.wikidata.org/entity/Q1080188	Daphnia pulex	59086.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Branchiopoda']	['Diplostraca']	['Daphniidae']	['Unknown']	['Daphnia']	['Daphnia pulex']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	nan	nan	nan	nan	nan	nan	3	3	6.581862449645996	1	77	Amino acids and Peptides	0.3157894736842105	Small peptides	0.2631578947368421	Aminoacids	0.2631578947368421
7	10134	1.0	0.26117775	ISDB	http://www.wikidata.org/entity/Q27102177	OTTXIFWBPRRYOG-UHFFFAOYSA-N	InChI=1S/C6H10O5/c7-4(6(10)11)2-1-3-5(8)9/h4,7H,1-3H2,(H,8,9)(H,10,11)	O=C(O)CCCC(O)C(=O)O	C6H10O5	nan	162.05282342	α-hydroxyadipic acid	OTTXIFWBPRRYOG	Fatty acids	Fatty Acids and Conjugates	Dicarboxylic acids	http://www.wikidata.org/entity/Q136410	Aloe africana	138839.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asparagales']	['Asphodelaceae']	['Unknown']	['Aloe']	['Aloe africana']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	0	2.044711112976074	1	32	Terpenoids	0.2857142857142857	Sesquiterpenoids	0.25	Aromadendrane sesquiterpenoids	0.21428571428571427
8	10150	2.0	0.70092046	ISDB	http://www.wikidata.org/entity/Q105172740	MUUFCNJBWLIDFJ-KCQAQPDRSA-N	InChI=1S/C15H18O2/c1-9-5-4-6-15(3)8-13-11(7-12(9)15)10(2)14(16)17-13/h4-6,12-13H,7-8H2,1-3H3/t12-,13-,15+/m0/s1	CC1=CC=C[C@]2(C)C[C@@H]3OC(=O)C(C)=C3C[C@@H]12	C15H18O2	nan	230.130679816	(4aS,8aS,9aS)-3,5,8a-trimethyl-4H,4aH,9H,9aH-naphtho[2,3-b]furan-2-one	MUUFCNJBWLIDFJ	Terpenoids	Sesquiterpenoids	Eudesmane sesquiterpenoids	http://www.wikidata.org/entity/Q737745	Tubipora musica	552152.0	['Eukaryota']	['Metazoa']	['Cnidaria']	['Anthozoa']	['Alcyonacea']	['Tubiporidae']	['Unknown']	['Tubipora']	['Tubipora musica']	nan	['Eukaryota']	['Metazoa']	nan	nan	nan	nan	nan	nan	nan	2	3	6.30368185043335	1	29	Terpenoids	0.9310344827586207	Sesquiterpenoids	0.9310344827586207	Eudesmane sesquiterpenoids	0.5689655172413793
9	10154	23.0	0.40938255	ISDB	http://www.wikidata.org/entity/Q284072	HFPZCAJZSCWRBC-UHFFFAOYSA-N	InChI=1S/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-8H,1-3H3	Cc1ccc(C(C)C)cc1	C10H14	nan	134.109550448	cymene	HFPZCAJZSCWRBC	Terpenoids	Monoterpenoids	Menthane monoterpenoids	http://www.wikidata.org/entity/Q683592	Pieris napi	731676.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Lepidoptera']	['Pieridae']	['Pierini']	['Pieris']	['Pieris napi']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	nan	nan	nan	nan	nan	4	0	5.637530326843262	1	-1	nan	nan	nan	nan	nan	nan
10	10156	36.0	0.0	MS1_match	http://www.wikidata.org/entity/Q6813065	KWILGNNWGSNMPA-UHFFFAOYSA-N	InChI=1S/C10H10O3/c1-6-5-7-3-2-4-8(11)9(7)10(12)13-6/h2-4,6,11H,5H2,1H3	CC1Cc2cccc(O)c2C(=O)O1	C10H10O3	pos_1_1proton	178.06299418	mellein	KWILGNNWGSNMPA	Shikimates and Phenylpropanoids	Coumarins	Isocoumarins	http://www.wikidata.org/entity/Q3913453	Rhytidoponera chalybaea	267008.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Ectatommini']	['Rhytidoponera']	['Rhytidoponera chalybaea']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	nan	nan	nan	6	3	7.5	1	245	Shikimates and Phenylpropanoids	0.25	Small peptides	0.25	Isocoumarins	0.25
11	10157	1.0	0.2649631	ISDB	nan	nan	nan	nan	nan	nan	nan	nan	NWDLYWNGKGFCQE	nan	nan	nan	nan	nan	nan	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	1.0598523616790771	1	332	nan	nan	nan	nan	nan	nan
12	10165	28.0	0.26224375	ISDB	http://www.wikidata.org/entity/Q27093079	SNEIUMQYRCDYCH-LURJTMIESA-N	InChI=1S/C8H16N4O3/c1-5(13)12-6(7(14)15)3-2-4-11-8(9)10/h6H,2-4H2,1H3,(H,12,13)(H,14,15)(H4,9,10,11)/t6-/m0/s1	CC(=O)N[C@@H](CCCNC(=N)N)C(=O)O	C8H16N4O3	nan	216.12224037200002	N-acetyl-L-arginine	SNEIUMQYRCDYCH	Amino acids and Peptides	Small peptides	Dipeptides	http://www.wikidata.org/entity/Q130888	Drosophila melanogaster	505714.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Diptera']	['Drosophilidae']	['Drosophilini']	['Drosophila']	['Drosophila melanogaster']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	nan	nan	nan	nan	nan	4	0	5.048974990844727	1	365	Terpenoids	1.0	Sesquiterpenoids	1.0	Guaiane sesquiterpenoids	0.6666666666666666
13	10175	1.0	0.4831396	ISDB	http://www.wikidata.org/entity/Q77514066	VJCDPIZSSYQRCW-OCCSQVGLSA-N	InChI=1S/C15H16O5/c1-7-3-8-4-9-13(15(18)10(8)6-20-7)11(16)5-12(19-2)14(9)17/h3-4,12,14,17-18H,5-6H2,1-2H3/t12-,14+/m1/s1	CO[C@@H]1CC(=O)c2c(cc3c(c2O)COC(C)=C3)[C@@H]1O	C15H16O5	nan	276.09977361200004	(6S,7R)-6,10-dihydroxy-7-methoxy-3-methyl-1H,6H,7H,8H-cyclohexa[g]isochromen-9-one	VJCDPIZSSYQRCW	Polyketides	Naphthalenes	Naphthalenones	http://www.wikidata.org/entity/Q108401799	Stagonosporopsis ligulicola	151403.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Capnodiales']	['Mycosphaerellaceae']	['Unknown']	['Mycosphaerella']	['Mycosphaerella chrysanthemi']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	0	2.932558536529541	1	-1	nan	nan	nan	nan	nan	nan
14	10180	1.0	0.53091604	ISDB	http://www.wikidata.org/entity/Q105117517	IPUNBNMYMPOIEC-OAZVDXGHSA-N	InChI=1S/C13H19NO7/c1-3-6-5(2)11(19)14(12(6)20)13-10(18)9(17)8(16)7(4-15)21-13/h7-10,13,15-18H,3-4H2,1-2H3/t7-,8-,9+,10-,13-/m1/s1	CCC1=C(C)C(=O)N([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1=O	C13H19NO7	nan	301.116151948	3-ethyl-4-methyl-1-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]pyrrole-2,5-dione	IPUNBNMYMPOIEC	nan	nan	nan	http://www.wikidata.org/entity/Q15709611	Staphylea bumalda	280397.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Crossosomatales']	['Staphyleaceae']	['Unknown']	['Staphylea']	['Staphylea bumalda']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	0	3.123664140701294	1	861	nan	nan	nan	nan	nan	nan
15	10182	4.0	0.5163748	ISDB	http://www.wikidata.org/entity/Q82935436	SJNCSXMTBXDZQA-SECBINFHSA-N	InChI=1S/C14H18O2/c1-8-6-11-7-9(2)14(16)13(11)10(3)12(8)4-5-15/h6,9,15H,4-5,7H2,1-3H3/t9-/m1/s1	Cc1cc2c(c(C)c1CCO)C(=O)[C@H](C)C2	C14H18O2	nan	218.130679816	(2R)-6-(2-hydroxyethyl)-2,5,7-trimethyl-2,3-dihydroinden-1-one	SJNCSXMTBXDZQA	Terpenoids	Sesquiterpenoids	Illudalane sesquiterpenoids	http://www.wikidata.org/entity/Q2289323	Opisthoncus bellus	3544001.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Arachnida']	['Araneae']	['Salticidae']	['Unknown']	['Opisthoncus']	['Opisthoncus bellus']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	nan	nan	nan	nan	nan	nan	3	2	6.065499305725098	1	29	Terpenoids	0.9310344827586207	Sesquiterpenoids	0.9310344827586207	Eudesmane sesquiterpenoids	0.5689655172413793
16	10195	37.0	0.30219403	ISDB	http://www.wikidata.org/entity/Q26840829	ICKWICRCANNIBI-UHFFFAOYSA-N	InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3	CC(C)(C)c1ccc(O)c(C(C)(C)C)c1	C14H22O	nan	206.16706532400002	2,4-di-T-butylphenol	ICKWICRCANNIBI	Shikimates and Phenylpropanoids	nan	nan	http://www.wikidata.org/entity/Q589378	Scolopendra subspinipes	264177.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Chilopoda']	['Scolopendromorpha']	['Scolopendridae']	['Unknown']	['Scolopendra']	['Scolopendra subspinipes']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	nan	nan	nan	nan	nan	nan	3	0	4.208775997161865	1	-1	nan	nan	nan	nan	nan	nan
17	10197	9.0	0.63321054	ISDB	http://www.wikidata.org/entity/Q27098167	YZBZORUZOSCZRN-YWHLHSFDSA-N	InChI=1S/C18H28O3/c1-2-3-10-13-16-17(21-16)14-11-8-6-4-5-7-9-12-15-18(19)20/h3,8,10-11,14,16H,2,4-7,9,12-13,15H2,1H3,(H,19,20)/b10-3-,11-8-,17-14?/t16-/m0/s1	CC/C=C\C[C@@H]1OC1=C/C=C\CCCCCCCC(=O)O	C18H28O3	nan	292.20384475599997	(9Z)-11-[(3S)-3-[(2Z)-pent-2-en-1-yl]oxiran-2-ylidene]undec-9-enoic acid	YZBZORUZOSCZRN	Fatty acids	Octadecanoids	Other Octadecanoids	http://www.wikidata.org/entity/Q306939	Apis cerana	625771.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Apidae']	['Apini']	['Apis']	['Apis cerana']	nan	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	nan	nan	nan	nan	5	3	9.03284215927124	1	622	Fatty acids	1.0	Octadecanoids	1.0	Other Octadecanoids	1.0
18	10198	5.0	0.30873746	ISDB	http://www.wikidata.org/entity/Q104200265	WIVWGHWOKIKGKG-UHFFFAOYSA-N	InChI=1S/C13H16O4/c1-9-7-10(13(17)8-12(9)16)11(15)5-3-2-4-6-14/h2,4,7-8,14,16-17H,3,5-6H2,1H3	Cc1cc(C(=O)CCC=CCO)c(O)cc1O	C13H16O4	nan	236.104858992	1-(2,4-dihydroxy-5-methylphenyl)-6-hydroxyhex-4-en-1-one	WIVWGHWOKIKGKG	Polyketides	Aromatic polyketides	Sorbicilinoids	http://www.wikidata.org/entity/Q2749932	Trichoderma reesei	500701.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Sordariomycetes']	['Hypocreales']	['Hypocreaceae']	['Unknown']	['Hypocrea']	['Trichoderma reesei']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	3	3.734949827194214	1	2	Shikimates and Phenylpropanoids	1.0	Aromatic polyketides	1.0	Sorbicilinoids	1.0
19	1020	1.0	0.655389	ISDB	http://www.wikidata.org/entity/Q105035968	HZZPLADQPWPNRK-KSSYENDESA-N	InChI=1S/C13H20/c1-8-3-5-10-7-12(10)13-9(2)4-6-11(8)13/h9-13H,1,3-7H2,2H3/t9-,10+,11+,12-,13-/m1/s1	C=C1CC[C@H]2C[C@H]2[C@@H]2[C@H](C)CC[C@@H]12	C13H20	nan	176.15650064	(1aS,4aR,7R,7aS,7bR)-7-methyl-4-methylidene-decahydrocyclopropa[e]azulene	HZZPLADQPWPNRK	Terpenoids	Sesquiterpenoids	Guaiane sesquiterpenoids	http://www.wikidata.org/entity/Q42362720	Laurencia dendroidea	943433.0	['Eukaryota']	['Archaeplastida']	['Rhodophyta']	['Florideophycidae']	['Unknown']	['Unknown']	['Unknown']	['Laurencia']	['Laurencia dendroidea']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	2	3.621556043624878	1	147	Terpenoids	0.875	Sesquiterpenoids	0.875	Bisabolane sesquiterpenoids	0.6071428571428571
20	10202	1.0	0.76413924	ISDB	http://www.wikidata.org/entity/Q82908470	UGTSZVWDFDIWIG-UHFFFAOYSA-N	InChI=1S/C17H26O6S/c1-3-4-5-6-15(24(20,21)22)12-14(18)9-7-13-8-10-16(19)17(11-13)23-2/h8,10-11,15,19H,3-7,9,12H2,1-2H3,(H,20,21,22)	CCCCCC(CC(=O)CCc1ccc(O)c(OC)c1)S(=O)(=O)O	C17H26O6S	nan	358.145009552	1-(4-hydroxy-3-methoxyphenyl)-3-oxodecane-5-sulfonic acid	UGTSZVWDFDIWIG	nan	nan	nan	http://www.wikidata.org/entity/Q163563	Zingiber	730913.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Zingiberales']	['Zingiberaceae']	['Unknown']	['Zingiber']	['Unknown']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	0	4.056556701660156	1	-1	nan	nan	nan	nan	nan	nan
21	10203	8.0	0.2739041	ISDB	http://www.wikidata.org/entity/Q104946460	BVDFPENTKNQHAH-ILXRZTDVSA-N	InChI=1S/C15H20/c1-11-4-6-12(7-5-11)14(2)9-8-13-10-15(13,14)3/h4-7,13H,8-10H2,1-3H3/t13-,14+,15+/m1/s1	Cc1ccc([C@]2(C)CC[C@@H]3C[C@@]32C)cc1	C15H20	nan	200.15650064	(1S,2R,5R)-1,2-dimethyl-2-(4-methylphenyl)bicyclo[3.1.0]hexane	BVDFPENTKNQHAH	Terpenoids	Sesquiterpenoids	Cyclolaurane sesquiterpenoids	http://www.wikidata.org/entity/Q151201	Aplysia dactylomela	118917.0	['Eukaryota']	['Metazoa']	['Mollusca']	['Gastropoda']	['Anaspidea']	['Aplysiidae']	['Unknown']	['Aplysia']	['Aplysia dactylomela']	nan	['Eukaryota']	['Metazoa']	nan	nan	nan	nan	nan	nan	nan	2	3	4.595616340637207	1	161	Terpenoids	0.8333333333333334	Sesquiterpenoids	0.8333333333333334	Cyclolaurane sesquiterpenoids	0.8333333333333334
22	10214	5.0	0.8489663	ISDB	http://www.wikidata.org/entity/Q27160204	GJMPSRSMBJLKKB-UHFFFAOYSA-N	InChI=1S/C9H10O2/c1-7-3-2-4-8(5-7)6-9(10)11/h2-5H,6H2,1H3,(H,10,11)	Cc1cccc(CC(=O)O)c1	C9H10O2	nan	150.06807956	3-methylphenylacetic acid	GJMPSRSMBJLKKB	Amino acids and Peptides	Small peptides	Aminoacids	http://www.wikidata.org/entity/Q4807901	Aspergillus sydowii	840787.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Eurotiales']	['Trichocomaceae']	['Unknown']	['Aspergillus']	['Aspergillus sydowii']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	3	5.895865440368652	1	553	Shikimates and Phenylpropanoids	1.0	Small peptides	1.0	Aminoacids	1.0
23	1022	1.0	0.681802	ISDB	nan	nan	nan	nan	nan	nan	nan	nan	VXUKZOXLZJQOHU	nan	nan	nan	nan	nan	nan	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	2.727207899093628	1	295	Fatty acids	0.6666666666666666	Fatty esters	0.6666666666666666	Wax monoesters	0.6666666666666666
24	10227	5.0	0.27679425	ISDB	http://www.wikidata.org/entity/Q104200265	WIVWGHWOKIKGKG-UHFFFAOYSA-N	InChI=1S/C13H16O4/c1-9-7-10(13(17)8-12(9)16)11(15)5-3-2-4-6-14/h2,4,7-8,14,16-17H,3,5-6H2,1H3	Cc1cc(C(=O)CCC=CCO)c(O)cc1O	C13H16O4	nan	236.104858992	1-(2,4-dihydroxy-5-methylphenyl)-6-hydroxyhex-4-en-1-one	WIVWGHWOKIKGKG	Polyketides	Aromatic polyketides	Sorbicilinoids	http://www.wikidata.org/entity/Q2749932	Trichoderma reesei	500701.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Sordariomycetes']	['Hypocreales']	['Hypocreaceae']	['Unknown']	['Hypocrea']	['Trichoderma reesei']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	3	3.6071770191192627	1	2	Shikimates and Phenylpropanoids	1.0	Aromatic polyketides	1.0	Sorbicilinoids	1.0
25	10228	6.0	0.57657444	ISDB	http://www.wikidata.org/entity/Q81986486	DUPDJVDPPBFBPL-UHFFFAOYSA-N	InChI=1S/C13H20O/c1-10-6-5-8-12(3,4)13(10)9-7-11(2)14-13/h5-6,11H,1,7-9H2,2-4H3	C=C1C=CCC(C)(C)C12CCC(C)O2	C13H20O	nan	192.15141526	2,10,10-trimethyl-6-methylidene-1-oxaspiro[4.5]dec-7-ene	DUPDJVDPPBFBPL	Terpenoids	Apocarotenoids	Megastigmanes	http://www.wikidata.org/entity/Q469652	Liquidambar styraciflua	62530.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Saxifragales']	['Altingiaceae']	['Unknown']	['Liquidambar']	['Liquidambar styraciflua']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	3	4.806297779083252	1	465	Terpenoids	1.0	Apocarotenoids	1.0	Megastigmanes	1.0
26	10233	3.0	0.27491808	ISDB	http://www.wikidata.org/entity/Q105221047	QHOKXDBQIFVQBR-QJPTWQEYSA-N	InChI=1S/C12H16O2/c1-8-3-4-11(14)12(2)6-5-9(13)7-10(8)12/h5-6,10-11,14H,1,3-4,7H2,2H3/t10-,11+,12+/m0/s1	C=C1CC[C@@H](O)[C@]2(C)C=CC(=O)C[C@@H]12	C12H16O2	nan	192.115029752	(4aR,5R,8aS)-5-hydroxy-4a-methyl-8-methylidene-5,6,7,8a-tetrahydro-1H-naphthalen-2-one	QHOKXDBQIFVQBR	Terpenoids	Sesquiterpenoids	Eudesmane sesquiterpenoids	http://www.wikidata.org/entity/Q11108871	Caragana korshinskii	83083.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Caraganeae']	['Caragana']	['Caragana korshinskii']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	0	2.099672317504883	1	-1	nan	nan	nan	nan	nan	nan
27	10234	1.0	0.7747579	ISDB	http://www.wikidata.org/entity/Q27137414	LWCKQMHMTSRRAA-QGQQYVBWSA-N	InChI=1S/C15H16O3/c1-9-4-3-5-11-7-13(18-15(11)16)14-10(2)8-17-12(14)6-9/h4,7-8,13H,3,5-6H2,1-2H3/b9-4+/t13-/m1/s1	C/C1=C\CCC2=C[C@@H](OC2=O)c2c(C)coc2C1	C15H16O3	nan	244.109944372	linderalactone	LWCKQMHMTSRRAA	Terpenoids	Sesquiterpenoids	Germacrane sesquiterpenoids	http://www.wikidata.org/entity/Q10906590	Neolitsea zeylanica	5699232.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Laurales']	['Lauraceae']	['Unknown']	['Neolitsea']	['Neolitsea zeylanica']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	0	4.099031448364258	1	-1	nan	nan	nan	nan	nan	nan
